Date,Latitude,Longitude,Wind_Speed,Wave_Height,Temperature,Visibility,Pressure,Ocean_Current
2026-01-23,27.3848,119.7907,19.7,2.88,19.3,7.5,1023.8,1.86
2026-01-23,20.0738,113.5147,26.2,1.95,20.4,12.7,1017.7,0.5
2026-01-23,33.2956,128.3662,21.9,1.61,16.4,13.7,1004.1,1.43
2026-01-23,22.1,111.3304,11.0,1.74,21.2,13.7,1009.2,1.64
2026-01-23,38.0323,139.1532,21.4,2.81,12.2,8.0,1003.3,2.39
2026-01-23,32.844,141.1114,22.3,2.49,16.7,12.0,1009.3,1.73
2026-01-23,0.7175,101.4752,17.9,2.25,26.4,7.5,1004.6,2.13
2026-01-23,-0.825,101.5289,12.7,1.53,29.3,9.8,1003.7,1.37
2026-01-23,25.2452,120.3846,24.4,1.67,16.6,13.0,1011.3,2.12
2026-01-23,-31.9079,152.3191,17.4,2.67,16.3,7.8,1012.4,2.01
2026-01-23,-40.7362,145.0721,19.8,2.53,11.5,14.3,998.1,0.54
2026-01-23,17.2766,71.082,25.6,2.23,22.6,11.2,1011.0,1.41
2026-01-23,14.6205,77.9545,17.8,1.25,23.6,14.4,1009.4,0.89
2026-01-24,0.4657,105.7542,23.2,1.83,28.9,9.7,1016.3,0.26
2026-01-24,33.1179,119.8078,27.0,1.78,14.0,8.0,998.9,0.37
2026-01-24,31.0132,123.2482,13.5,2.81,17.0,7.3,998.2,1.94
2026-01-24,22.624,111.4135,13.0,1.73,17.5,12.3,1017.6,1.92
2026-01-24,37.7002,127.308,28.3,1.95,12.7,7.7,1020.4,2.27
2026-01-24,25.012,113.2564,14.1,2.21,19.2,8.9,1012.1,0.42
2026-01-24,36.145,136.7342,16.5,1.93,13.1,14.2,1011.1,2.34
2026-01-24,33.0358,137.9221,21.0,2.74,14.6,11.7,1008.2,2.31
2026-01-24,1.0851,100.5289,14.6,1.19,26.5,7.9,1024.5,0.47
2026-01-24,-0.9761,101.3645,21.1,2.02,27.8,7.3,1004.8,0.45
2026-01-24,21.329,120.9037,16.1,2.93,19.5,11.4,1003.7,2.08
2026-01-24,-35.7361,148.627,27.1,2.4,14.8,8.4,1025.0,1.28
2026-01-24,-40.1826,144.5915,24.6,1.84,10.9,10.2,1012.7,0.42
2026-01-24,21.5016,75.8186,12.0,2.94,19.0,11.8,1024.7,0.47
2026-01-24,15.1114,81.6219,14.7,2.35,22.5,9.2,1018.7,1.62
2026-01-25,0.6917,103.7069,18.3,1.5,27.7,9.2,1018.0,0.44
2026-01-25,29.7346,121.4573,22.6,1.69,14.8,7.4,997.0,1.69
2026-01-25,32.7007,120.8398,23.9,1.79,15.8,7.8,997.3,1.85
2026-01-25,24.1485,115.8143,14.7,2.46,18.6,9.1,1005.3,2.09
2026-01-25,35.4593,131.7911,13.3,2.32,15.9,10.1,1004.4,1.03
2026-01-25,22.0772,111.3666,20.4,2.75,18.6,12.6,1009.7,0.5
2026-01-25,36.9705,139.575,14.8,2.77,14.3,12.5,1012.2,1.25
2026-01-25,37.5698,139.6781,19.7,2.48,15.3,11.9,1005.6,2.35
2026-01-25,1.9229,98.5689,9.0,2.27,26.6,12.9,995.8,2.16
2026-01-25,0.4095,101.1331,13.9,1.42,27.2,12.3,1002.4,1.63
2026-01-25,23.1825,122.7637,12.2,1.83,18.3,7.2,1004.8,1.21
2026-01-25,-31.6886,151.6176,27.5,1.96,16.5,11.7,1024.6,1.03
2026-01-25,-38.4718,145.3983,26.9,1.83,13.7,9.7,1010.1,1.88
2026-01-25,17.9871,73.6405,16.6,1.94,21.0,13.8,1018.6,2.05
2026-01-25,13.2977,78.9948,10.6,2.79,22.4,8.8,1017.3,0.4
2026-01-26,3.3554,101.4204,14.2,0.99,27.9,10.8,1001.3,1.95
2026-01-26,32.1396,120.2848,26.0,2.25,15.7,8.6,1007.1,1.57
2026-01-26,29.5877,123.1247,15.0,1.49,17.3,13.9,1012.3,0.67
2026-01-26,25.3158,115.5111,19.3,2.96,18.3,11.9,1018.1,1.15
2026-01-26,35.5763,129.8362,21.6,2.21,12.8,8.2,1015.6,0.86
2026-01-26,21.9316,113.0813,25.0,1.4,18.3,10.3,1019.7,1.62
2026-01-26,34.2149,140.2577,19.5,1.75,13.5,9.0,1019.8,1.22
2026-01-26,35.8027,139.2548,23.8,1.66,12.7,8.1,1002.8,1.97
2026-01-26,3.952,99.4559,23.0,2.53,26.4,7.2,1020.8,0.38
2026-01-26,1.9716,105.752,23.6,1.54,26.7,12.3,997.7,2.27
2026-01-26,23.9727,118.1448,13.1,2.58,20.4,11.2,1019.9,2.29
2026-01-26,-31.2795,149.7201,27.2,1.9,14.3,13.5,1004.9,1.49
2026-01-26,-38.4739,146.4533,17.1,2.37,11.6,8.4,1024.1,1.17
2026-01-26,17.4757,73.4884,18.7,1.83,23.0,9.5,1007.7,1.7
2026-01-26,15.8626,82.5473,26.0,1.77,22.7,13.6,995.6,2.33
2026-01-27,1.9252,105.9008,19.5,2.44,28.0,13.3,1002.2,1.42
2026-01-27,30.086,124.2246,18.2,2.85,14.8,13.9,1020.7,1.05
2026-01-27,32.327,120.9019,28.9,1.95,13.8,13.6,1002.1,0.66
2026-01-27,24.8846,116.5532,22.1,2.85,19.4,10.3,996.0,2.11
2026-01-27,37.1188,131.7186,21.0,2.33,14.9,12.7,1021.3,2.0
2026-01-27,24.2657,115.3603,19.8,1.94,19.0,13.5,1017.1,1.2
2026-01-27,32.8403,136.9629,23.3,2.6,16.4,8.1,1007.0,1.58
2026-01-27,34.326,137.1314,15.3,2.44,16.5,13.6,1017.9,2.06
2026-01-27,4.1145,103.1559,14.0,1.7,27.3,9.1,1015.6,2.02
2026-01-27,3.1592,101.741,15.5,1.18,28.3,14.6,1021.5,0.69
2026-01-27,25.316,122.8401,22.4,2.43,19.8,14.8,1000.9,1.74
2026-01-27,-35.8563,150.6155,20.1,2.04,12.4,9.9,1023.4,0.46
2026-01-27,-36.5021,144.5741,28.5,2.38,14.5,7.9,1016.4,0.62
2026-01-27,21.1215,74.6442,15.7,2.11,18.3,13.9,1013.0,2.39
2026-01-27,11.7805,81.3338,16.7,1.76,22.0,9.3,1002.9,1.56
2026-01-28,3.7342,103.0698,20.1,1.66,24.6,8.1,1004.7,1.72
2026-01-28,32.3515,122.7537,24.4,2.77,14.4,7.8,996.8,0.93
2026-01-28,28.2773,123.9934,28.7,3.03,18.9,11.8,1017.4,0.3
2026-01-28,21.065,114.7758,16.0,1.94,19.3,14.7,1011.8,1.48
2026-01-28,33.7413,129.0981,28.3,3.04,13.4,9.5,1010.9,0.51
2026-01-28,20.0204,111.4344,12.8,2.73,21.6,13.0,1022.8,0.82
2026-01-28,37.9378,140.3279,26.0,2.09,12.5,14.1,1004.5,2.39
2026-01-28,37.0258,137.5456,27.4,2.74,14.8,7.4,999.5,0.71
2026-01-28,0.2152,99.9613,20.0,1.55,29.9,14.4,996.2,0.98
2026-01-28,2.6162,103.4602,16.7,2.3,28.5,8.0,997.8,2.11
2026-01-28,20.7112,118.3112,19.4,1.72,21.5,11.7,1012.5,2.34
2026-01-28,-33.7127,151.634,19.6,1.68,16.0,12.4,1021.6,0.26
2026-01-28,-36.7257,146.0469,19.6,2.62,15.5,13.7,999.6,0.38
2026-01-28,20.9341,73.9087,18.5,2.89,20.2,7.0,1024.1,1.64
2026-01-28,15.7881,79.2202,22.5,2.4,23.7,11.6,1001.3,0.31
2026-01-29,2.1521,102.791,9.2,0.97,29.0,10.1,1007.0,0.59
2026-01-29,34.0207,123.6668,14.1,3.01,13.4,13.2,1003.5,1.86
2026-01-29,30.7927,119.2676,20.5,2.22,17.3,9.5,1015.5,0.49
2026-01-29,23.5362,116.0502,19.9,2.16,20.4,10.8,1011.9,1.13
2026-01-29,36.7185,130.9416,23.3,2.35,13.4,7.3,1005.3,1.22
2026-01-29,20.6647,115.2868,13.4,2.1,20.5,11.2,1003.7,1.16
2026-01-29,38.1194,139.516,15.6,1.86,14.8,13.7,1010.7,0.85
2026-01-29,32.7301,137.0972,13.1,1.71,15.0,7.8,1014.8,1.45
2026-01-29,1.5203,99.9292,9.6,1.69,25.9,12.3,1000.4,0.6
2026-01-29,0.7197,101.0487,23.0,1.32,28.1,10.6,1015.1,1.57
2026-01-29,21.2177,123.1017,25.6,1.59,18.5,13.0,1013.1,2.12
2026-01-29,-36.2308,151.4156,12.9,1.8,12.6,10.8,1015.8,2.11
2026-01-29,-35.0188,145.5744,20.9,2.63,16.3,9.9,1015.2,1.72
2026-01-29,18.3199,71.7674,12.6,1.23,19.3,7.1,1024.1,2.09
2026-01-29,11.3381,81.1624,20.6,1.79,24.1,13.3,1000.7,0.86
2026-01-30,1.0708,103.6959,8.5,1.11,26.2,12.6,1023.9,1.24
2026-01-30,33.3892,121.9851,15.9,2.51,16.4,7.4,995.2,1.59
2026-01-30,31.1469,124.4209,26.6,2.75,16.3,11.4,1003.7,1.27
2026-01-30,22.4597,114.6041,21.4,2.45,20.5,10.9,1016.4,1.36
2026-01-30,34.7116,127.9707,13.7,3.09,14.2,10.8,1009.8,2.27
2026-01-30,21.3999,115.3545,11.2,1.77,18.4,9.8,1002.0,0.68
2026-01-30,38.1306,138.6852,23.3,3.08,13.8,8.0,1003.8,1.77
2026-01-30,38.2025,141.6365,24.5,2.9,14.3,13.4,1020.3,1.57
2026-01-30,1.6947,102.8955,19.6,1.06,26.1,11.8,998.0,1.12
2026-01-30,4.3246,102.3709,12.1,0.98,24.4,14.0,1005.7,0.55
2026-01-30,24.595,122.6681,11.8,1.45,18.2,11.9,998.6,0.69
2026-01-30,-35.3219,150.2512,18.7,1.66,15.8,9.1,999.5,1.72
2026-01-30,-37.7213,145.98,25.0,3.21,13.1,10.7,1020.2,0.44
2026-01-30,16.5853,73.6149,23.5,2.78,22.8,7.3,998.2,1.59
2026-01-30,15.3079,82.7366,12.7,1.64,21.8,11.0,1017.0,0.42
2026-01-31,2.1728,102.8596,10.6,2.29,26.9,10.3,1018.1,0.74
2026-01-31,33.0853,120.5216,21.0,1.68,14.6,13.0,1005.8,1.66
2026-01-31,27.778,123.065,18.9,1.81,18.4,10.3,1007.3,1.21
2026-01-31,24.6574,115.8255,17.4,1.4,17.0,7.1,1019.2,2.28
2026-01-31,32.6883,127.9644,29.1,1.81,13.5,13.1,1014.8,1.61
2026-01-31,24.7344,111.5163,22.0,2.56,19.0,11.2,1003.9,1.08
2026-01-31,36.7614,139.972,18.1,2.88,15.3,7.1,1003.4,1.36
2026-01-31,37.9664,140.8398,20.6,1.99,13.4,13.3,1014.6,1.73
2026-01-31,5.326,103.0894,15.6,1.25,25.1,7.3,1005.0,1.8
2026-01-31,2.8023,101.305,25.2,1.34,25.3,11.4,1010.6,1.87
2026-01-31,20.5875,117.4687,24.3,2.26,19.0,13.2,1016.8,2.37
2026-01-31,-36.2061,148.569,19.2,2.67,13.3,7.4,1014.5,0.47
2026-01-31,-39.0258,146.3843,20.9,3.34,14.0,14.9,1012.0,2.17
2026-01-31,19.7164,73.1512,20.8,1.83,19.5,13.3,1016.4,1.68
2026-01-31,14.3688,80.3887,14.1,1.68,22.7,13.6,1005.8,0.42
2026-02-01,2.5601,105.8226,9.7,0.96,28.6,10.8,1008.4,1.01
2026-02-01,31.3879,122.0031,21.0,2.17,14.8,11.0,1007.7,1.17
2026-02-01,32.4545,121.4812,28.9,2.92,14.0,8.0,1016.3,0.48
2026-02-01,23.7702,116.2375,13.2,1.69,18.6,13.0,1023.3,1.01
2026-02-01,37.8905,129.6852,20.0,1.85,13.6,7.3,999.6,1.02
2026-02-01,25.2654,112.989,19.6,2.71,16.7,11.7,996.5,2.17
2026-02-01,38.0105,137.9438,27.0,2.48,11.7,9.8,1021.1,1.12
2026-02-01,35.8821,140.0326,28.1,2.93,13.9,12.8,1013.2,1.88
2026-02-01,3.0286,101.1656,16.1,1.63,28.3,9.6,1019.0,1.66
2026-02-01,0.8198,101.9459,14.8,1.74,29.5,14.1,1017.1,1.62
2026-02-01,24.823,121.5447,21.0,2.71,19.2,11.5,998.7,1.43
2026-02-01,-35.7142,151.9215,22.6,1.68,14.4,8.5,1009.3,2.17
2026-02-01,-40.0919,147.5802,16.4,1.72,13.6,9.0,1016.2,2.15
2026-02-01,18.6153,74.793,20.8,1.9,18.9,13.9,995.7,1.16
2026-02-01,12.5723,82.4286,15.1,1.52,21.6,7.8,1000.0,0.52
2026-02-02,-0.1764,101.3897,13.2,1.5,26.6,11.9,1004.8,0.26
2026-02-02,28.5814,120.8133,17.3,2.14,16.2,10.0,1019.8,0.47
2026-02-02,28.0837,123.0568,21.7,2.26,18.1,10.1,998.5,0.33
2026-02-02,22.332,113.5004,19.2,1.99,18.3,14.1,1003.1,2.32
2026-02-02,36.2302,127.5535,22.3,2.94,13.1,10.3,997.5,1.6
2026-02-02,20.54,116.9769,17.1,2.93,21.1,11.3,1007.7,2.21
2026-02-02,35.3867,136.6563,20.6,3.0,13.4,14.8,995.0,2.25
2026-02-02,35.3368,140.2252,27.0,2.23,13.7,12.1,1012.6,1.32
2026-02-02,0.2729,102.8351,17.6,1.32,27.5,8.0,999.2,1.42
2026-02-02,0.0387,103.1408,18.4,2.43,27.3,12.5,1005.3,0.77
2026-02-02,24.1435,120.0177,15.4,3.01,18.0,10.7,1013.0,0.23
2026-02-02,-32.7177,152.088,12.4,2.34,16.9,12.4,1007.4,2.17
2026-02-02,-36.5938,146.5379,22.0,2.95,14.4,7.6,995.9,2.03
2026-02-02,19.9796,73.985,16.7,2.63,21.5,9.9,1000.3,1.89
2026-02-02,14.2649,77.3213,17.8,2.71,22.2,8.8,995.6,0.82
2026-02-03,3.8187,102.9989,10.0,1.93,25.7,12.7,1002.0,1.29
2026-02-03,30.4084,120.1582,27.4,2.68,15.0,8.6,1019.6,1.07
2026-02-03,32.0878,121.9586,20.7,2.45,16.2,11.5,1015.5,1.44
2026-02-03,19.9353,111.8274,11.8,1.68,20.5,8.8,1010.7,1.92
2026-02-03,33.3307,130.1435,29.3,2.72,15.2,9.0,1011.8,1.2
2026-02-03,24.9466,115.0152,27.4,1.44,20.1,10.5,1024.9,0.8
2026-02-03,36.7572,139.4498,19.0,2.91,15.2,8.8,1003.3,1.12
2026-02-03,35.1369,136.669,16.0,1.72,14.6,7.2,1017.1,2.35
2026-02-03,2.5429,98.8466,12.6,1.14,26.3,12.0,997.9,1.26
2026-02-03,3.2104,104.1042,19.1,1.44,25.8,7.9,1002.2,0.95
2026-02-03,19.9539,119.3029,24.2,2.85,21.3,12.0,1017.9,1.58
2026-02-03,-33.3952,148.7225,13.5,1.6,14.3,13.8,997.0,0.48
2026-02-03,-35.2989,144.6146,17.8,2.65,12.5,12.4,1011.8,0.85
2026-02-03,18.2386,70.5265,23.2,1.6,21.3,12.3,995.3,1.04
2026-02-03,14.8537,82.5503,20.5,1.71,24.0,13.3,1008.6,0.92
2026-02-04,-0.5548,101.4681,18.2,0.93,28.9,8.5,1012.2,1.6
2026-02-04,29.7681,120.9997,24.3,2.22,15.4,13.4,996.8,0.89
2026-02-04,29.4834,124.3024,24.8,1.98,18.1,13.2,999.4,0.88
2026-02-04,21.6005,113.2709,11.0,2.28,20.3,7.5,1010.2,2.04
2026-02-04,37.3318,128.608,16.3,1.97,15.1,13.3,1005.2,1.67
2026-02-04,23.488,117.0609,21.3,1.88,19.2,14.7,1013.5,1.12
2026-02-04,33.6499,139.3761,25.9,1.62,13.8,7.0,1001.7,0.71
2026-02-04,36.1872,138.0721,25.3,3.22,13.3,12.9,1001.2,0.61
2026-02-04,5.9393,100.5769,10.0,0.98,24.2,9.3,1000.8,1.49
2026-02-04,2.9552,100.8124,8.9,1.2,25.5,14.1,1016.6,0.95
2026-02-04,22.9543,118.3726,11.4,2.74,20.7,7.2,1015.3,1.03
2026-02-04,-32.1443,148.8751,28.2,2.03,14.5,13.5,1014.8,2.27
2026-02-04,-34.951,147.9493,27.6,3.07,12.7,8.2,1022.7,1.95
2026-02-04,17.1,72.2207,16.6,2.2,23.3,9.0,996.4,1.56
2026-02-04,11.2173,80.4835,22.9,1.61,21.9,13.4,1021.2,2.07
2026-02-05,4.1006,106.167,12.1,1.03,26.3,12.3,996.9,1.32
2026-02-05,32.7383,122.3441,21.0,2.38,15.1,9.6,1006.2,1.73
2026-02-05,31.1622,121.5128,16.7,2.17,17.6,11.7,996.1,0.68
2026-02-05,20.7611,116.2369,17.5,1.78,21.5,11.6,1023.1,1.02
2026-02-05,35.4829,126.8816,14.2,2.34,13.6,11.7,1009.0,1.57
2026-02-05,21.8759,113.9747,17.9,2.65,18.8,10.1,1000.4,0.71
2026-02-05,36.5483,138.8049,14.3,3.04,13.8,12.1,1018.6,2.24
2026-02-05,33.0342,137.0661,13.1,1.87,13.9,9.6,1004.1,1.99
2026-02-05,4.1012,100.0468,20.5,2.59,28.4,13.0,1017.2,2.21
2026-02-05,-1.5868,102.3458,22.2,2.17,27.0,10.2,1012.4,1.64
2026-02-05,22.4593,120.3773,23.9,1.55,18.9,8.8,1017.5,1.24
2026-02-05,-33.7738,152.9251,25.4,2.78,14.7,13.3,1004.4,0.61
2026-02-05,-36.1928,146.1507,16.4,2.37,14.2,10.0,1012.3,0.48
2026-02-05,21.61,70.0096,24.7,2.7,19.0,10.4,1015.6,1.09
2026-02-05,14.7546,80.4963,15.5,1.17,23.4,14.4,999.6,2.3
2026-02-06,0.2718,104.631,18.3,1.84,29.4,14.8,1001.1,1.06
2026-02-06,31.4374,119.6037,14.0,2.47,15.6,14.2,997.8,0.43
2026-02-06,30.1857,118.7364,23.7,2.3,15.0,7.6,1023.9,0.82
2026-02-06,20.9413,115.0153,12.0,1.36,19.9,8.4,1020.8,1.1
2026-02-06,33.1218,126.7401,21.5,2.35,13.4,14.6,1021.0,0.49
2026-02-06,20.5534,113.7626,22.8,2.06,20.4,14.5,1012.6,1.31
2026-02-06,36.7852,138.3029,13.0,1.86,12.0,10.2,1019.2,1.36
2026-02-06,37.9055,141.9134,20.9,2.62,14.2,9.3,1021.4,1.2
2026-02-06,4.2019,102.6699,13.6,1.94,27.6,8.4,1002.5,2.18
2026-02-06,2.7615,103.296,23.9,1.17,27.2,10.1,1023.4,0.73
2026-02-06,24.8505,118.9441,22.0,1.85,20.0,12.6,1016.7,0.68
2026-02-06,-33.9079,154.1636,21.9,3.25,13.1,7.8,1018.0,0.92
2026-02-06,-38.108,143.4797,21.7,2.43,11.5,12.6,1017.5,1.04
2026-02-06,20.4256,75.0861,17.5,1.27,18.5,14.3,1004.8,1.85
2026-02-06,12.9913,77.6801,19.1,1.5,24.7,8.1,1019.6,2.05
2026-02-07,-0.6862,100.9604,9.8,1.32,27.9,10.1,997.3,1.88
2026-02-07,32.2947,119.3947,18.4,1.89,13.6,12.4,1001.5,1.73
2026-02-07,31.8873,123.4131,23.1,2.73,17.2,10.1,1004.2,0.32
2026-02-07,19.5711,115.6924,23.7,2.81,19.9,8.9,997.7,1.13
2026-02-07,38.1153,128.0983,16.3,2.78,12.1,14.1,1018.9,2.03
2026-02-07,20.3266,112.1717,17.8,1.43,19.4,11.5,1000.7,0.66
2026-02-07,35.9264,142.2838,14.8,1.96,13.5,8.4,1007.1,0.9
2026-02-07,34.7788,139.3907,13.8,2.96,15.1,10.0,997.0,0.68
2026-02-07,1.8092,101.9932,25.0,1.01,27.4,14.9,1020.5,0.58
2026-02-07,4.1162,104.1482,25.2,2.08,27.1,14.8,1015.8,0.93
2026-02-07,23.4394,122.6052,16.5,2.77,18.8,9.7,1013.3,1.49
2026-02-07,-34.5746,152.0529,16.6,2.57,16.5,8.9,1013.5,2.17
2026-02-07,-38.9605,146.3906,26.1,2.72,11.1,10.0,1003.9,0.53
2026-02-07,17.1762,70.1789,26.0,2.2,23.1,12.9,1004.9,0.81
2026-02-07,13.9443,81.8337,18.7,2.77,23.2,9.3,995.7,2.06
2026-02-08,0.2779,102.3055,17.2,2.35,28.6,9.0,1015.6,1.78
2026-02-08,31.8788,120.7626,17.7,2.26,13.6,14.0,997.1,0.62
2026-02-08,30.6745,119.3932,15.6,1.64,16.4,13.6,1023.0,0.72
2026-02-08,20.0121,115.4078,16.0,2.47,19.2,8.4,1002.5,0.83
2026-02-08,34.8692,129.8892,17.3,2.9,12.8,14.8,1006.9,0.57
2026-02-08,21.9676,114.2012,23.4,2.58,20.7,13.3,995.6,1.04
2026-02-08,37.8005,141.2034,28.7,2.65,11.9,12.8,1002.7,1.22
2026-02-08,35.1653,138.8889,23.0,1.7,12.9,10.8,999.6,0.62
2026-02-08,0.077,101.4042,20.3,1.64,29.7,14.5,1024.1,1.02
2026-02-08,1.2993,104.3953,18.2,1.52,25.7,14.4,1006.5,1.44
2026-02-08,20.7927,119.9192,15.1,2.81,20.8,11.1,1009.7,1.71
2026-02-08,-32.6901,152.1147,28.1,2.78,14.3,7.3,1019.4,1.59
2026-02-08,-36.755,146.1479,23.9,2.06,13.5,12.4,1002.6,1.52
2026-02-08,21.6606,75.0006,11.1,2.59,20.2,14.3,1006.9,1.49
2026-02-08,15.4887,80.3819,13.3,1.86,23.3,9.0,1004.1,2.33
2026-02-09,2.2412,103.1487,13.5,1.55,28.6,12.8,997.7,1.6
2026-02-09,32.8906,120.5401,14.8,2.8,16.9,10.2,1004.2,2.37
2026-02-09,31.7666,118.5535,13.4,2.69,15.7,12.2,1017.0,0.58
2026-02-09,21.791,115.2822,14.3,1.59,21.3,10.6,1019.4,0.61
2026-02-09,32.5335,127.172,25.2,1.96,17.0,10.3,1013.8,1.57
2026-02-09,24.5295,112.1662,16.3,1.99,17.6,9.7,1012.6,1.25
2026-02-09,36.713,137.2552,13.9,2.89,11.8,11.7,1024.6,0.41
2026-02-09,35.5777,136.6816,23.0,3.27,15.2,14.5,1009.2,0.94
2026-02-09,2.5767,100.6247,23.5,2.56,28.3,14.5,1015.0,1.03
2026-02-09,-1.2946,102.6852,13.8,1.0,27.3,12.6,1016.8,2.15
2026-02-09,20.4605,120.9129,25.5,1.73,20.8,13.5,1006.1,1.56
2026-02-09,-32.9155,151.0605,19.4,1.85,17.1,14.7,1019.4,0.24
2026-02-09,-38.6524,142.2376,26.9,2.21,12.7,11.9,1007.0,1.55
2026-02-09,16.4381,72.519,26.0,2.75,23.6,13.9,1022.2,1.82
2026-02-09,11.8459,78.4412,12.0,1.95,23.7,13.9,1010.1,0.48
2026-02-10,3.0712,102.66,19.9,1.8,28.3,8.3,1008.4,0.45
2026-02-10,32.2063,119.9191,15.9,2.8,16.1,7.7,1008.0,1.77
2026-02-10,27.8297,124.1178,27.1,2.72,16.1,9.1,1009.3,2.17
2026-02-10,20.2817,111.8724,19.8,2.48,18.5,12.5,1021.2,2.25
2026-02-10,36.7776,129.6797,23.9,2.26,14.6,12.9,1006.4,1.61
2026-02-10,22.6907,116.3062,24.8,1.68,17.6,7.7,997.7,1.83
2026-02-10,38.2995,141.118,15.1,2.28,14.5,14.6,1012.3,0.2
2026-02-10,32.815,139.8516,26.8,3.19,14.5,9.9,1015.4,1.95
2026-02-10,3.1185,102.0097,12.2,1.54,26.9,10.7,999.3,2.27
2026-02-10,3.3853,103.548,16.2,1.9,25.3,12.3,1019.0,1.75
2026-02-10,23.2206,119.1547,27.9,1.53,21.0,12.7,1009.3,2.02
2026-02-10,-33.8986,152.4341,18.9,3.22,14.1,13.6,1001.3,1.81
2026-02-10,-35.9511,146.1655,13.7,3.07,12.7,10.9,1006.8,2.37
2026-02-10,19.9054,75.0426,27.5,2.17,19.6,12.4,1024.7,1.87
2026-02-10,12.4291,80.4378,14.5,2.26,21.9,13.9,1006.8,0.49
2026-02-11,2.8039,104.3343,22.1,2.31,27.7,10.7,999.9,0.5
2026-02-11,32.4061,120.2202,14.8,1.89,16.4,12.9,995.3,1.8
2026-02-11,30.3224,122.6139,28.8,1.72,18.0,10.4,1020.2,2.24
2026-02-11,20.1194,116.9029,13.7,1.34,22.1,12.2,1012.8,2.33
2026-02-11,35.9414,128.4996,13.4,2.01,14.0,12.5,1023.6,1.64
2026-02-11,21.5715,115.3202,24.4,2.4,20.7,13.9,1014.5,0.81
2026-02-11,36.5954,138.8542,14.9,1.75,13.7,12.4,1010.3,0.25
2026-02-11,35.8816,140.0738,17.4,2.86,15.2,8.4,1009.5,1.62
2026-02-11,2.6019,101.8285,10.0,0.97,28.6,13.4,1000.5,1.99
2026-02-11,-1.5195,103.8854,17.3,2.21,27.4,11.2,1012.5,1.77
2026-02-11,24.3677,118.0459,24.0,2.98,20.1,8.4,1013.0,0.6
2026-02-11,-33.5405,153.0124,14.6,1.76,13.8,8.3,1011.9,2.07
2026-02-11,-40.6036,147.8427,22.0,2.32,12.4,10.4,1023.4,0.2
2026-02-11,17.7535,75.6288,19.2,2.53,21.7,10.6,1012.3,1.73
2026-02-11,13.2187,83.1868,15.7,2.01,21.7,7.8,1019.6,0.72
2026-02-12,-0.5813,102.6502,22.2,2.44,28.2,8.7,1005.8,0.48
2026-02-12,31.9643,118.9199,16.6,2.16,17.2,10.2,997.5,0.76
2026-02-12,29.4204,122.7111,21.0,1.57,17.5,15.0,1015.9,0.62
2026-02-12,21.776,115.0018,24.9,2.31,19.2,8.2,1024.8,1.15
2026-02-12,32.3351,129.6972,13.6,1.73,13.9,11.4,997.0,1.61
2026-02-12,21.4962,113.1705,15.5,2.75,18.5,7.1,1006.3,2.33
2026-02-12,34.948,137.2803,28.4,1.88,15.3,9.5,1019.6,1.28
2026-02-12,35.6175,140.8407,27.5,2.53,14.6,14.2,1000.1,2.28
2026-02-12,2.3374,100.471,20.9,2.5,27.2,11.8,1020.5,1.25
2026-02-12,-0.8726,100.606,16.8,1.08,26.2,10.0,1017.1,0.32
2026-02-12,23.9798,123.1484,23.2,1.76,19.1,12.7,1000.5,2.37
2026-02-12,-32.078,151.2227,17.0,2.24,17.3,14.1,1019.4,0.87
2026-02-12,-35.6661,147.6478,19.7,2.12,12.5,7.6,1016.9,2.28
2026-02-12,16.9406,70.296,22.9,2.12,21.4,14.0,1023.9,1.13
2026-02-12,13.1348,81.6555,17.9,1.97,24.9,14.1,1015.9,1.09
2026-02-13,1.988,106.3173,20.9,2.06,28.0,13.0,1002.3,1.83
2026-02-13,33.9356,123.4139,27.5,2.45,15.2,11.9,1023.9,1.68
2026-02-13,32.1599,121.6851,16.1,1.64,16.9,11.1,1023.6,1.13
2026-02-13,21.8177,113.2976,12.8,2.84,18.5,11.3,1018.0,0.46
2026-02-13,33.9747,127.8369,16.2,2.81,15.1,8.7,1004.1,2.25
2026-02-13,23.1771,116.1238,11.7,2.1,19.5,10.9,1005.7,1.55
2026-02-13,34.6475,138.7737,12.7,3.08,13.3,9.8,998.0,1.28
2026-02-13,32.9522,139.7239,15.0,1.74,15.1,8.2,1014.7,0.7
2026-02-13,2.3722,100.1957,15.6,1.16,28.3,7.9,1008.2,2.05
2026-02-13,-0.667,102.6714,15.5,1.43,29.2,8.6,1000.7,0.29
2026-02-13,21.9946,121.7649,26.2,1.56,18.2,10.8,1015.0,0.78
2026-02-13,-34.3422,151.51,26.2,2.78,13.9,13.1,1021.5,1.3
2026-02-13,-35.2722,147.0215,19.3,1.77,12.7,7.2,999.7,1.3
2026-02-13,20.5542,71.3705,22.3,1.84,21.9,12.9,1008.0,0.84
2026-02-13,12.9983,81.8361,13.9,1.35,23.0,9.0,1018.0,2.1
2026-02-14,4.2558,102.3361,22.5,1.23,27.2,13.5,1016.0,1.31
2026-02-14,29.3175,124.429,22.0,2.53,15.5,8.1,996.2,2.38
2026-02-14,32.4429,121.1018,22.8,1.68,13.6,10.3,1004.2,1.59
2026-02-14,20.9317,113.075,18.9,2.13,20.4,9.4,1003.1,0.82
2026-02-14,34.2857,128.584,18.0,1.64,12.8,7.4,1017.3,0.67
