Voyage_ID,Vessel_IMO,Departure_Port,Arrival_Port,Distance_NM,Travel_Time_Hours,Average_Speed,Cargo_Weight,Fuel_Consumed,Arrival_Delay
VOY-10244,9800020,Port of Vancouver,Port of Tangier Med,5891.8,398.1,14.8,147100.0,659.91,6.5
VOY-10245,9800020,Port of Yokohama,Port of Ningbo-Zhoushan,1215.2,93.5,13.0,156400.0,103.44,24.0
VOY-10246,9800020,Jawaharlal Nehru Port (JNPT),Port of Singapore,2630.4,199.3,13.2,151800.0,233.74,0.0
VOY-10247,9800020,Port of Houston,Port of Tokyo,7249.2,549.2,13.2,137800.0,618.64,0.0
VOY-10248,9800021,Port of Buenos Aires,Port of Chennai,10276.1,708.7,14.5,68000.0,1996.43,12.0
VOY-10249,9800021,Port of Colon (Panama),Port of Ningbo-Zhoushan,10182.5,722.2,14.1,58300.0,1680.68,0.0
VOY-10250,9800021,Port of Colon (Panama),Port of Sydney,9548.5,707.3,13.5,61600.0,1506.63,24.0
VOY-10251,9800021,Port of Jebel Ali (Dubai),Port of Rotterdam,3493.8,234.5,14.9,57000.0,652.42,1.5
VOY-10252,9800021,Port of Antwerp-Bruges,Port of Vancouver,5253.7,352.6,14.9,59600.0,1001.74,0.0
VOY-10253,9800021,Port of Los Angeles,Port of Jebel Ali (Dubai),9073.9,593.1,15.3,48900.0,1685.35,0.0
VOY-10254,9800021,Port of Tokyo,Port of Algeciras,7594.6,503.0,15.1,68600.0,1586.25,0.0
VOY-10255,9800021,Port of Melbourne,King Abdullah Port,8687.2,564.1,15.4,62900.0,1805.81,0.0
VOY-10256,9800021,Port of Houston,Port of New York & New Jersey,1539.8,114.1,13.5,60000.0,234.19,6.5
VOY-10257,9800021,Port of Houston,Port of Chennai,10278.3,689.8,14.9,53700.0,1741.65,24.0
VOY-10258,9800021,Port of Genoa,Port of Singapore,6949.5,460.2,15.1,50700.0,1240.83,0.0
VOY-10259,9800021,Port of Cape Town,Port of Yokohama,9934.8,645.1,15.4,57000.0,1909.77,12.0
VOY-10260,9800021,Port of Shanghai,Port of Sydney,5319.5,369.4,14.4,58200.0,879.66,0.0
VOY-10261,9800021,Port of Ningbo-Zhoushan,Port of Colombo,3402.3,257.8,13.2,69300.0,544.07,1.5
VOY-10262,9800022,Port of Cape Town,Port of Ningbo-Zhoushan,8719.8,593.2,14.7,41400.0,1223.19,0.0
VOY-10263,9800022,Port of Jebel Ali (Dubai),Port of Busan,4759.1,366.1,13.0,47600.0,555.14,3.0
VOY-10264,9800022,Port of Tokyo,Port of Colon (Panama),9122.0,675.7,13.5,39900.0,1118.75,1.5
VOY-10265,9800022,Port of Santos,Port of Port Said,6999.1,534.3,13.1,46100.0,837.85,3.0
VOY-10266,9800022,Port of Tokyo,Port of Tangier Med,7612.7,500.8,15.2,37600.0,1069.03,24.0
VOY-10267,9800022,Port of Shanghai,Port of Buenos Aires,13255.8,895.7,14.8,45000.0,1892.22,12.0
VOY-10268,9800022,Port of Colombo,Port of Colon (Panama),11563.8,826.0,14.0,38300.0,1394.86,24.0
VOY-10269,9800022,King Abdullah Port,Port of Tanjung Pelepas,4950.6,369.4,13.4,35300.0,553.2,1.5
VOY-10270,9800022,Port of Sydney,Port of Felixstowe,11393.3,863.1,13.2,44500.0,1346.65,0.0
VOY-10271,9800022,Port of Melbourne,King Abdullah Port,8687.2,625.0,13.9,42700.0,1130.02,1.5
VOY-10272,9800023,Port of Long Beach,Port of Singapore,9546.7,740.1,12.9,23600.0,1540.57,0.0
VOY-10273,9800023,Port of Shenzhen,Port of Tanjung Pelepas,1764.8,121.7,14.5,19900.0,321.17,1.5
VOY-10274,9800023,Port of Piraeus,Port of Felixstowe,1572.5,110.0,14.3,20300.0,281.55,12.0
VOY-10275,9800023,Port of Vancouver,Port of Buenos Aires,7626.1,600.5,12.7,23000.0,1145.79,6.5
VOY-10276,9800023,Port of Shanghai,Port of Shenzhen,818.9,64.0,12.8,22100.0,120.61,0.0
VOY-10277,9800023,Port of Shanghai,Port of Los Angeles,7057.1,538.7,13.1,24200.0,1120.42,0.0
VOY-10278,9800023,Port of Port Said,Port of Genoa,1689.7,130.0,13.0,20600.0,244.6,12.0
VOY-10279,9800023,Port of Colon (Panama),Port of Ningbo-Zhoushan,10182.5,707.1,14.4,24300.0,1947.98,12.0
VOY-10280,9800023,Port of New York & New Jersey,Port of Tanjung Pelepas,10346.9,795.9,13.0,19900.0,1586.61,6.5
VOY-10281,9800023,Port of Jebel Ali (Dubai),Port of Felixstowe,3634.9,250.7,14.5,29600.0,783.65,0.0
VOY-10282,9800024,Port of Busan,Port of Long Beach,6506.2,346.1,18.8,159500.0,1270.5,12.0
VOY-10283,9800024,Port of Shenzhen,Port of Tanjung Pelepas,1764.8,93.9,18.8,179500.0,365.49,0.0
VOY-10284,9800024,Port of Sydney,Port of Valencia,11755.7,708.2,16.6,172200.0,1771.99,6.5
VOY-10285,9800024,Port of Sydney,Jawaharlal Nehru Port (JNPT),6845.5,360.3,19.0,147300.0,1277.58,0.0
VOY-10286,9800024,Port of Buenos Aires,Port of Jebel Ali (Dubai),9191.4,537.5,17.1,183700.0,1676.16,24.0
VOY-10287,9800024,Port of Sydney,Port of Algeciras,12068.0,666.7,18.1,143200.0,2031.28,6.5
VOY-10288,9800024,Port of Rotterdam,Port of Tokyo,6307.4,373.2,16.9,138100.0,928.63,24.0
VOY-10289,9800024,Port of Durban,King Abdullah Port,3975.2,216.0,18.4,131100.0,728.74,0.0
VOY-10290,9800024,Port of Jebel Ali (Dubai),Port of Hamburg,3296.0,175.3,18.8,153200.0,648.75,0.0
VOY-10291,9800024,Port of Algeciras,Port of Ningbo-Zhoushan,7305.4,440.1,16.6,136500.0,1062.38,6.5
VOY-10292,9800024,Port of Vancouver,Port of Buenos Aires,7626.1,399.3,19.1,135500.0,1507.79,12.0
VOY-10293,9800024,Port of Salalah,Port of Durban,3886.2,207.8,18.7,187700.0,810.44,12.0
VOY-10294,9800024,Port of Houston,Port of Felixstowe,5315.9,320.2,16.6,160000.0,868.44,0.0
VOY-10295,9800024,Port of Houston,Port of Savannah,934.9,55.0,17.0,159500.0,142.66,1.5
VOY-10296,9800025,Port of Santos,Port of Hong Kong,12158.9,643.3,18.9,92800.0,4998.78,3.0
VOY-10297,9800025,Port of Cape Town,Port of Colon (Panama),7661.3,470.0,16.3,107400.0,2483.09,12.0
VOY-10298,9800025,Port of Colon (Panama),Port of Savannah,1707.2,90.8,18.8,122200.0,887.92,1.5
VOY-10299,9800025,Port of Piraeus,Port of Durban,5114.8,270.6,18.9,115800.0,2584.61,6.5
VOY-10300,9800025,Port of Chennai,Port of Jebel Ali (Dubai),1994.6,113.3,17.6,110600.0,792.74,0.0
VOY-10301,9800025,Port of Houston,Port of Kaohsiung,8809.8,540.5,16.3,113500.0,3116.12,6.5
VOY-10302,9800025,Port of Jebel Ali (Dubai),Port of Le Havre,3658.0,221.7,16.5,119800.0,1280.02,0.0
VOY-10303,9800025,Port of Kaohsiung,Port of Melbourne,4858.4,266.9,18.2,109800.0,2234.41,0.0
VOY-10304,9800025,Port of Singapore,Port of Hamburg,6848.5,366.2,18.7,87900.0,2742.79,1.5
VOY-10305,9800025,Port of Singapore,Port of Shenzhen,1760.2,110.0,16.0,112400.0,585.02,3.0
VOY-10306,9800025,Port of Piraeus,Port of Los Angeles,7509.2,449.7,16.7,92800.0,2372.65,0.0
VOY-10307,9800025,Port of Yokohama,Port of Colombo,4616.2,283.2,16.3,123500.0,1602.0,0.0
VOY-10308,9800025,Port of Algeciras,Port of Colon (Panama),5401.0,296.8,18.2,115900.0,2519.12,0.0
VOY-10309,9800026,Port of New York & New Jersey,Port of Melbourne,11252.8,574.1,19.6,88900.0,4036.87,24.0
VOY-10310,9800026,Port of Cape Town,Port of Ningbo-Zhoushan,8719.8,487.1,17.9,82300.0,2531.11,3.0
VOY-10311,9800026,Port of Vancouver,Port of Hong Kong,6919.1,351.2,19.7,92900.0,2555.57,24.0
VOY-10312,9800026,Port of Colombo,Port of Algeciras,6165.4,354.3,17.4,66200.0,1550.07,3.0
VOY-10313,9800026,Port of Chennai,Port of Mundra,1050.4,58.4,18.0,93700.0,329.42,1.5
VOY-10314,9800026,Port of Genoa,Port of Hong Kong,6357.5,324.4,19.6,81700.0,2056.99,0.0
VOY-10315,9800026,Port of Durban,Port of Santos,5098.4,272.6,18.7,87300.0,1592.53,0.0
VOY-10316,9800026,Port of Colon (Panama),King Abdullah Port,8428.2,492.9,17.1,65100.0,1961.21,0.0
VOY-10317,9800026,Port of Busan,Port of Valencia,6903.8,399.1,17.3,89500.0,1843.37,12.0
VOY-10318,9800026,Port of Shanghai,Port of Genoa,6199.4,350.2,17.7,95500.0,1868.06,3.0
VOY-10319,9800026,Port of Salalah,Port of Buenos Aires,8836.0,453.1,19.5,73500.0,2792.25,24.0
VOY-10320,9800026,Port of Tanjung Pelepas,Port of Shenzhen,1764.8,104.4,16.9,82600.0,430.06,0.0
VOY-10321,9800026,Port of Klang,Port of Vancouver,8641.2,440.9,19.6,87100.0,2911.7,0.0
VOY-10322,9800026,Port of Port Said,Port of Chennai,3568.8,195.0,18.3,84100.0,1101.33,0.0
VOY-10323,9800026,Port of Tanjung Pelepas,Port of Piraeus,6094.7,356.4,17.1,81900.0,1559.9,0.0
VOY-10324,9800027,Port of Colombo,Port of Rotterdam,5670.5,320.4,17.7,49100.0,1317.56,6.5
VOY-10325,9800027,Port of Tangier Med,Port of Melbourne,11736.9,724.5,16.2,42900.0,2152.33,6.5
VOY-10326,9800027,Port of Los Angeles,Port of Shanghai,7057.1,467.4,15.1,41400.0,1058.66,0.0
VOY-10327,9800027,Port of Santos,Port of Antwerp-Bruges,6558.2,425.9,15.4,42000.0,1007.94,0.0
VOY-10328,9800027,Port of Tangier Med,Port of Sydney,12070.8,697.7,17.3,59300.0,2794.15,0.0
VOY-10329,9800027,Port of Salalah,Port of Piraeus,2543.1,165.1,15.4,40300.0,385.18,0.0
VOY-10330,9800027,Port of Chennai,Port of Shenzhen,2509.7,158.8,15.8,47900.0,414.93,0.0
VOY-10331,9800027,Port of Santos,Port of Mundra,9142.9,550.8,16.6,48900.0,1689.61,0.0
VOY-10332,9800027,Port of Melbourne,Port of Klang,4303.8,257.7,16.7,59600.0,959.36,0.0
VOY-10333,9800027,Port of Hamburg,Port of Hong Kong,6016.1,390.7,15.4,52800.0,1016.93,6.5
VOY-10334,9800027,Port of Singapore,Port of New York & New Jersey,10353.3,601.9,17.2,48400.0,2127.52,3.0
VOY-10335,9800027,King Abdullah Port,Port of Algeciras,3058.2,177.8,17.2,59200.0,695.3,0.0
VOY-10336,9800027,Port of Tanjung Pelepas,Port of Genoa,6929.5,425.1,16.3,44100.0,1260.57,12.0
VOY-10337,9800028,Port of Tokyo,Port of Cape Town,9940.3,667.1,14.9,24500.0,2304.75,1.5
VOY-10338,9800028,King Abdullah Port,Port of New York & New Jersey,6860.8,401.2,17.1,24800.0,2132.7,12.0
VOY-10339,9800028,Port of Hong Kong,Port of New York & New Jersey,8744.2,499.7,17.5,27900.0,2957.01,6.5
VOY-10340,9800028,Port of Tokyo,Port of Klang,3611.4,212.4,17.0,29300.0,1180.74,24.0
VOY-10341,9800028,Port of Singapore,Port of Houston,10802.2,683.7,15.8,26600.0,3109.71,6.5
VOY-10342,9800028,Port of Piraeus,Port of Tanjung Pelepas,6094.7,356.4,17.1,25000.0,1838.65,24.0
VOY-10343,9800028,Port of Felixstowe,Port of Vancouver,5127.3,320.5,16.0,31400.0,1546.42,3.0
VOY-10344,9800028,Port of Long Beach,Port of Los Angeles,5.0,0.3,17.1,29300.0,1.78,1.5
VOY-10345,9800028,Port of Valencia,Port of Singapore,7512.6,507.6,14.8,32700.0,1925.55,3.0
VOY-10346,9800028,Port of Houston,Port of Colon (Panama),1876.8,116.6,16.1,25300.0,506.34,1.5
VOY-10347,9800029,Port of Jebel Ali (Dubai),Jawaharlal Nehru Port (JNPT),1324.1,87.1,15.2,15900.0,110.05,12.0
VOY-10348,9800029,Port of Santos,Port of Tanjung Pelepas,10741.1,631.8,17.0,14800.0,1079.84,12.0
VOY-10349,9800029,Port of Colombo,Port of Durban,4470.2,272.6,16.4,16300.0,437.95,0.0
VOY-10350,9800029,Port of Shanghai,Port of Piraeus,5770.0,356.2,16.2,15700.0,535.99,0.0
VOY-10351,9800029,Port of Yokohama,Port of Tokyo,17.5,1.1,16.2,18100.0,1.88,0.0
VOY-10352,9800029,Port of Savannah,Port of Tanjung Pelepas,10977.6,703.7,15.6,13800.0,927.5,1.5
VOY-10353,9800029,King Abdullah Port,Port of Chennai,3016.0,197.1,15.3,17900.0,265.28,0.0
VOY-10354,9800029,Port of Busan,Port of Savannah,8032.1,508.4,15.8,17900.0,768.28,0.0
VOY-10355,9800029,Port of Piraeus,Port of Colombo,4455.7,266.8,16.7,13900.0,444.95,0.0
VOY-10356,9800029,Port of Ningbo-Zhoushan,Port of Sydney,5225.6,357.9,14.6,19500.0,439.66,1.5
VOY-10357,9800029,Port of Jebel Ali (Dubai),Port of Hong Kong,4035.7,243.1,16.6,15100.0,414.77,0.0
VOY-10358,9800029,Port of Piraeus,Port of Shenzhen,5754.4,378.6,15.2,19000.0,529.88,0.0
VOY-10359,9800030,Port of New York & New Jersey,Port of Tanjung Pelepas,10346.9,778.0,13.3,266000.0,4132.78,12.0
VOY-10360,9800030,Port of Shenzhen,Port of Melbourne,5027.1,375.2,13.4,292600.0,1978.61,24.0
VOY-10361,9800030,Port of Santos,Port of Buenos Aires,1120.7,76.8,14.6,284000.0,510.34,0.0
VOY-10362,9800030,Port of Jebel Ali (Dubai),Port of Ningbo-Zhoushan,4382.2,284.6,15.4,214800.0,2151.11,24.0
VOY-10363,9800030,Port of Yokohama,Port of Mundra,4588.5,345.0,13.3,262100.0,1792.79,24.0
VOY-10364,9800030,Port of Port Said,Port of Santos,6999.1,496.4,14.1,271000.0,2909.98,12.0
VOY-10365,9800030,Port of Tanjung Pelepas,Port of Hamburg,6830.7,464.7,14.7,254900.0,3248.15,0.0
VOY-10366,9800030,Port of Houston,Port of Colombo,10734.3,807.1,13.3,257900.0,4206.95,24.0
VOY-10367,9800030,Port of Savannah,Port of Antwerp-Bruges,4719.8,310.5,15.2,284900.0,2513.27,0.0
VOY-10368,9800030,Jawaharlal Nehru Port (JNPT),Port of Genoa,4386.0,315.5,13.9,227400.0,1631.52,0.0
VOY-10369,9800030,Port of Shanghai,Port of Long Beach,7059.1,461.4,15.3,249100.0,3576.9,24.0
VOY-10370,9800031,Port of Singapore,Port of Long Beach,9546.7,712.4,13.4,124000.0,5030.68,1.5
VOY-10371,9800031,Port of Los Angeles,Port of Yokohama,5975.5,388.0,15.4,105500.0,3564.17,0.0
VOY-10372,9800031,Port of Cape Town,Port of Long Beach,10825.8,698.4,15.5,108000.0,7348.05,12.0
VOY-10373,9800031,Port of Colombo,Port of Long Beach,10195.7,713.0,14.3,106300.0,5337.31,6.5
VOY-10374,9800031,Port of Chennai,Port of Ningbo-Zhoushan,3123.7,221.5,14.1,121500.0,1834.73,0.0
VOY-10375,9800031,Port of Sydney,Port of Salalah,7894.6,548.2,14.4,134400.0,5014.11,6.5
VOY-10376,9800031,Port of Hamburg,Port of Los Angeles,6146.7,404.4,15.2,125600.0,3880.04,3.0
VOY-10377,9800031,Port of Salalah,Port of Melbourne,7582.4,505.5,15.0,107000.0,4773.41,0.0
VOY-10378,9800031,Port of Kaohsiung,Port of Yokohama,1587.0,113.4,14.0,102100.0,856.8,12.0
VOY-10379,9800031,Port of Santos,Port of Hamburg,6864.9,451.6,15.2,113400.0,4460.27,0.0
VOY-10380,9800031,Port of Algeciras,Port of Genoa,1029.4,70.0,14.7,118300.0,619.22,0.0
VOY-10381,9800031,Port of Mundra,Port of Colon (Panama),10218.6,672.3,15.2,146700.0,7294.74,0.0
VOY-10382,9800031,Port of Hong Kong,Port of Rotterdam,6294.8,476.9,13.2,106000.0,2853.82,3.0
VOY-10383,9800031,Port of Tanjung Pelepas,Port of Algeciras,7836.2,593.7,13.2,124600.0,3661.28,1.5
VOY-10384,9800032,Port of Ningbo-Zhoushan,Port of Port Said,5586.7,393.4,14.2,68800.0,1114.51,3.0
VOY-10385,9800032,Jawaharlal Nehru Port (JNPT),Port of Yokohama,4536.4,312.9,14.5,87600.0,1043.4,3.0
VOY-10386,9800032,Port of Vancouver,Port of Salalah,8535.0,601.1,14.2,67600.0,1537.35,0.0
VOY-10387,9800032,Port of Le Havre,Port of Durban,6303.4,420.2,15.0,63100.0,1232.81,1.5
VOY-10388,9800032,Port of Ningbo-Zhoushan,Port of Tanjung Pelepas,2494.9,189.0,13.2,89000.0,463.61,6.5
VOY-10389,9800032,Port of Santos,Port of Algeciras,5360.8,364.7,14.7,73300.0,1188.52,1.5
VOY-10390,9800032,Port of Cape Town,Port of Antwerp-Bruges,6456.9,478.3,13.5,77800.0,1133.41,6.5
VOY-10391,9800032,Port of Shanghai,Port of Yokohama,1180.0,78.1,15.1,69400.0,260.02,3.0
VOY-10392,9800032,Port of Tanjung Pelepas,Port of New York & New Jersey,10346.9,728.7,14.2,85800.0,2309.03,0.0
VOY-10393,9800032,Port of Rotterdam,Port of Long Beach,6059.9,445.6,13.6,71200.0,1118.22,0.0
VOY-10394,9800032,Port of Klang,Port of Vancouver,8641.2,579.9,14.9,88800.0,2201.83,6.5
VOY-10395,9800032,Port of Tokyo,Port of Klang,3611.4,267.5,13.5,72300.0,647.12,0.0
VOY-10396,9800033,Port of Valencia,Port of Colombo,5859.7,443.9,13.2,39100.0,1337.37,24.0
VOY-10397,9800033,Port of Kaohsiung,Port of Chennai,2938.2,199.9,14.7,27600.0,678.78,3.0
VOY-10398,9800033,Port of Le Havre,Port of Valencia,752.8,50.9,14.8,33200.0,197.02,0.0
VOY-10399,9800033,Port of Ningbo-Zhoushan,Port of Hamburg,5838.8,449.1,13.0,28700.0,1082.91,0.0
VOY-10400,9800033,Port of Houston,Port of Los Angeles,1488.2,112.7,13.2,32600.0,295.96,24.0
VOY-10401,9800033,Port of Vancouver,Port of Port Said,7244.5,492.8,14.7,34000.0,1949.34,1.5
VOY-10402,9800033,Port of Tokyo,Port of New York & New Jersey,7324.3,538.6,13.6,40900.0,1798.65,0.0
VOY-10403,9800033,Port of Genoa,Port of Salalah,3499.8,234.9,14.9,38900.0,1011.04,6.5
VOY-10404,9800033,Port of Los Angeles,Port of Sydney,8136.5,589.6,13.8,29500.0,1673.47,3.0
VOY-10405,9800033,Port of Piraeus,Port of Savannah,6078.5,440.5,13.8,29300.0,1289.41,3.0
VOY-10406,9800033,Port of Ningbo-Zhoushan,Port of Genoa,6278.8,451.7,13.9,30800.0,1311.67,12.0
VOY-10407,9800033,Jawaharlal Nehru Port (JNPT),Port of Tanjung Pelepas,2608.3,186.3,14.0,28200.0,585.77,1.5
VOY-10408,9800034,Jawaharlal Nehru Port (JNPT),Port of Santos,9282.7,499.1,18.6,14000.0,2358.66,0.0
VOY-10409,9800034,Port of Hamburg,Port of Durban,6408.2,400.5,16.0,16900.0,1307.4,24.0
VOY-10410,9800034,Port of Durban,Port of Shenzhen,7158.3,423.6,16.9,15600.0,1496.48,3.0
VOY-10411,9800034,Port of Savannah,Port of Piraeus,6078.5,347.3,17.5,13000.0,1253.21,6.5
VOY-10412,9800034,Port of Valencia,Port of Mundra,4556.8,277.9,16.4,13700.0,837.81,0.0
VOY-10413,9800034,Port of Long Beach,Port of Melbourne,8613.9,495.1,17.4,16000.0,2167.54,6.5
VOY-10414,9800034,Port of Durban,Port of Genoa,5775.2,339.7,17.0,13200.0,1121.82,1.5
VOY-10415,9800034,Port of Port Said,Port of Rotterdam,2175.3,128.7,16.9,12000.0,422.25,24.0
VOY-10416,9800034,Port of New York & New Jersey,Port of Antwerp-Bruges,3966.6,237.5,16.7,12600.0,803.47,0.0
VOY-10417,9800034,Port of Mundra,Port of Savannah,8885.1,541.8,16.4,16600.0,1902.24,12.0
VOY-10418,9800034,Port of Klang,Port of Los Angeles,9576.4,535.0,17.9,12700.0,2215.44,0.0
VOY-10419,9800034,Port of Port Said,Port of Tanjung Pelepas,5502.6,321.8,17.1,12300.0,1054.84,24.0
VOY-10420,9800035,Port of Port Said,Port of New York & New Jersey,6078.4,364.0,16.7,10900.0,163.91,12.0
VOY-10421,9800035,Port of Kaohsiung,Port of Shenzhen,432.7,24.4,17.7,11100.0,13.9,6.5
VOY-10422,9800035,Port of Yokohama,Port of Salalah,5764.0,355.8,16.2,13200.0,161.76,1.5
VOY-10423,9800035,Port of Ningbo-Zhoushan,Port of Valencia,6915.3,434.9,15.9,10800.0,166.11,0.0
VOY-10424,9800035,Jawaharlal Nehru Port (JNPT),Port of Buenos Aires,10080.2,563.1,17.9,11200.0,300.87,0.0
VOY-10425,9800035,Port of Felixstowe,Port of Colon (Panama),5798.3,325.7,17.8,10300.0,184.55,3.0
VOY-10426,9800035,Port of Sydney,Port of Piraeus,10348.7,638.8,16.2,14600.0,286.93,0.0
VOY-10427,9800035,Port of Busan,Port of Genoa,6280.4,373.8,16.8,14900.0,188.92,1.5
VOY-10428,9800035,Port of Hong Kong,Port of Piraeus,5770.5,318.8,18.1,12600.0,204.5,6.5
VOY-10429,9800035,Port of Singapore,Port of Ningbo-Zhoushan,2488.5,152.7,16.3,11300.0,62.5,24.0
VOY-10430,9800035,Port of Sydney,Port of Colombo,5904.5,326.2,18.1,12200.0,192.7,0.0
VOY-10431,9800035,Port of Genoa,Port of Kaohsiung,6629.5,387.7,17.1,14400.0,214.1,1.5
VOY-10432,9800036,Port of Singapore,Port of Vancouver,8656.1,622.7,13.9,24900.0,779.56,6.5
VOY-10433,9800036,Port of Colombo,Port of Shenzhen,2734.1,199.6,13.7,22800.0,228.27,6.5
VOY-10434,9800036,Port of Tokyo,Port of Durban,9082.9,653.4,13.9,25300.0,765.63,0.0
VOY-10435,9800036,Port of New York & New Jersey,Port of Sydney,10791.5,734.1,14.7,20200.0,1003.88,0.0
VOY-10436,9800036,Port of Algeciras,Port of Chennai,5923.3,417.1,14.2,19800.0,512.16,12.0
VOY-10437,9800036,Port of Shenzhen,Port of Klang,1732.0,112.5,15.4,26400.0,192.64,6.5
VOY-10438,9800036,Port of Kaohsiung,Port of Los Angeles,7561.4,487.8,15.5,24800.0,810.76,1.5
VOY-10439,9800036,Port of Buenos Aires,Port of New York & New Jersey,5754.7,411.1,14.0,26700.0,535.41,0.0
VOY-10440,9800036,Port of Genoa,Port of Singapore,6949.5,476.0,14.6,24700.0,655.71,0.0
VOY-10441,9800036,Port of Felixstowe,Port of New York & New Jersey,3813.8,241.4,15.8,26800.0,472.44,0.0
VOY-10442,9800036,Port of Kaohsiung,Port of Ningbo-Zhoushan,549.8,37.4,14.7,25900.0,58.01,0.0
VOY-10443,9800036,Port of Durban,Port of Ningbo-Zhoushan,7862.4,573.9,13.7,27000.0,729.41,3.0
VOY-10444,9800036,Port of Mundra,Port of Cape Town,5615.9,419.1,13.4,21900.0,430.75,0.0
VOY-10445,9800036,Port of Buenos Aires,Port of Chennai,10276.1,750.1,13.7,20900.0,844.09,1.5
VOY-10446,9800037,Port of Sydney,Port of Singapore,4251.4,281.5,15.1,16800.0,710.24,0.0
VOY-10447,9800037,Port of Valencia,Port of Port Said,2079.6,141.5,14.7,17600.0,374.58,0.0
VOY-10448,9800037,Port of Cape Town,Port of Chennai,5645.7,371.4,15.2,17100.0,1053.62,0.0
VOY-10449,9800037,Port of Chennai,Port of Piraeus,4189.4,295.0,14.2,21100.0,754.44,3.0
VOY-10450,9800037,Jawaharlal Nehru Port (JNPT),Port of Cape Town,5560.2,421.2,13.2,20800.0,791.99,0.0
VOY-10451,9800037,Port of Salalah,Port of Mundra,1192.1,87.0,13.7,16200.0,166.75,0.0
VOY-10452,9800037,Port of Vancouver,Port of Shanghai,6091.1,447.9,13.6,20600.0,958.8,1.5
VOY-10453,9800037,Port of Yokohama,Port of Klang,3601.1,243.3,14.8,20900.0,699.39,0.0
VOY-10454,9800037,Port of Kaohsiung,Port of Buenos Aires,12606.1,977.2,12.9,20900.0,1834.47,12.0
VOY-10455,9800037,Port of Rotterdam,Port of Cape Town,6508.0,458.3,14.2,16000.0,932.13,0.0
VOY-10456,9800037,Port of Mundra,Port of New York & New Jersey,8109.4,591.9,13.7,15500.0,1115.13,6.5
VOY-10457,9800038,Port of Kaohsiung,Port of Busan,1103.2,67.7,16.3,25600.0,323.75,3.0
VOY-10458,9800038,Port of Port Said,Port of Hong Kong,5403.9,350.9,15.4,31200.0,1509.16,0.0
VOY-10459,9800038,Port of Buenos Aires,Port of Klang,10749.5,746.5,14.4,26200.0,2490.57,0.0
VOY-10460,9800038,Port of Long Beach,Port of Valencia,6522.7,449.8,14.5,25700.0,1561.43,3.0
VOY-10461,9800038,Port of Long Beach,Port of Rotterdam,6059.9,423.8,14.3,30600.0,1484.44,12.0
VOY-10462,9800038,Port of Colombo,Port of Algeciras,6165.4,434.2,14.2,31200.0,1515.91,12.0
VOY-10463,9800038,Port of Yokohama,Port of Genoa,6641.4,412.5,16.1,23900.0,1707.05,0.0
VOY-10464,9800038,Port of Vancouver,Port of Jebel Ali (Dubai),7932.0,535.9,14.8,22900.0,1685.35,0.0
VOY-10465,9800038,Port of Tokyo,Port of Busan,647.5,43.5,14.9,23900.0,147.49,0.0
VOY-10466,9800038,Port of Rotterdam,Port of Tokyo,6307.4,432.0,14.6,29200.0,1484.26,0.0
VOY-10467,9800038,King Abdullah Port,Port of Mundra,2115.6,134.8,15.7,21900.0,548.12,24.0
VOY-10468,9800038,Port of Buenos Aires,Port of Los Angeles,6634.4,425.3,15.6,24200.0,1728.7,0.0
VOY-10469,9800039,Port of Colombo,Port of Klang,1636.8,124.9,13.1,121200.0,399.68,3.0
VOY-10470,9800039,Port of Tangier Med,Port of Rotterdam,1316.2,90.8,14.5,147400.0,415.15,0.0
VOY-10471,9800039,Port of Singapore,King Abdullah Port,4973.5,338.3,14.7,144100.0,1582.1,24.0
VOY-10472,9800039,Port of Tangier Med,Port of Algeciras,19.2,1.3,14.8,127300.0,5.97,1.5
VOY-10473,9800039,Port of Kaohsiung,Port of Buenos Aires,12606.1,887.8,14.2,148500.0,3936.13,6.5
VOY-10474,9800039,Port of Cape Town,Port of Shenzhen,8016.2,607.3,13.2,143100.0,2156.24,3.0
VOY-10475,9800039,Port of Le Havre,Port of Jebel Ali (Dubai),3658.0,283.6,12.9,146200.0,958.3,6.5
VOY-10476,9800039,Port of Savannah,Port of Melbourne,10672.2,721.1,14.8,147500.0,3895.57,6.5
VOY-10477,9800039,Port of Le Havre,Port of Long Beach,6034.6,460.7,13.1,162000.0,1594.29,3.0
VOY-10478,9800039,Port of Piraeus,Port of Long Beach,7505.2,572.9,13.1,150000.0,1943.15,3.0
VOY-10479,9800039,Jawaharlal Nehru Port (JNPT),Port of Tangier Med,5245.8,352.1,14.9,159000.0,1813.12,12.0
VOY-10480,9800039,Port of Kaohsiung,Port of Santos,12582.7,953.2,13.2,126500.0,3113.44,0.0
VOY-10481,9800040,Port of Sydney,Port of Hamburg,10986.5,752.5,14.6,56100.0,650.04,0.0
VOY-10482,9800040,King Abdullah Port,Port of Genoa,2475.9,187.6,13.2,50800.0,112.19,3.0
VOY-10483,9800040,Port of Sydney,Port of Port Said,9698.1,757.7,12.8,60100.0,426.11,0.0
VOY-10484,9800040,Port of Mundra,Port of Jebel Ali (Dubai),1017.1,78.2,13.0,54100.0,43.77,0.0
VOY-10485,9800040,Port of Singapore,Port of Durban,5691.3,392.5,14.5,50900.0,298.78,24.0
VOY-10486,9800040,Port of Ningbo-Zhoushan,Port of Klang,2473.5,179.2,13.8,42000.0,116.61,6.5
