Vessel_IMO,Ship_Type,Distance,Fuel_Consumed,Fuel_Type,CO2_Emissions
9800027,"Container - Panamax (5,000 TEU)",6558.2,1007.94,LSMGO,3231.46
9800027,"Container - Panamax (5,000 TEU)",12070.8,2794.15,LSMGO,8958.04
9800027,"Container - Panamax (5,000 TEU)",2543.1,385.18,LSMGO,1234.89
9800027,"Container - Panamax (5,000 TEU)",2509.7,414.93,LSMGO,1330.27
9800027,"Container - Panamax (5,000 TEU)",9142.9,1689.61,LSMGO,5416.89
9800027,"Container - Panamax (5,000 TEU)",4303.8,959.36,LSMGO,3075.71
9800027,"Container - Panamax (5,000 TEU)",6016.1,1016.93,LSMGO,3260.28
9800027,"Container - Panamax (5,000 TEU)",10353.3,2127.52,LSMGO,6820.83
9800027,"Container - Panamax (5,000 TEU)",3058.2,695.3,LSMGO,2229.13
9800027,"Container - Panamax (5,000 TEU)",6929.5,1260.57,LSMGO,4041.39
9800028,"Container - Feeder Max (3,500 TEU)",9940.3,2304.75,Ammonia,115.24
9800028,"Container - Feeder Max (3,500 TEU)",6860.8,2132.7,Ammonia,106.63
9800028,"Container - Feeder Max (3,500 TEU)",8744.2,2957.01,Ammonia,147.85
9800028,"Container - Feeder Max (3,500 TEU)",3611.4,1180.74,Ammonia,59.04
9800028,"Container - Feeder Max (3,500 TEU)",10802.2,3109.71,Ammonia,155.49
9800028,"Container - Feeder Max (3,500 TEU)",6094.7,1838.65,Ammonia,91.93
9800028,"Container - Feeder Max (3,500 TEU)",5127.3,1546.42,Ammonia,77.32
9800028,"Container - Feeder Max (3,500 TEU)",5.0,1.78,Ammonia,0.09
9800028,"Container - Feeder Max (3,500 TEU)",7512.6,1925.55,Ammonia,96.28
9800028,"Container - Feeder Max (3,500 TEU)",1876.8,506.34,Ammonia,25.32
9800029,"Container - Regional Feeder (1,800 TEU)",1324.1,110.05,Biofuel (B30),239.91
9800029,"Container - Regional Feeder (1,800 TEU)",10741.1,1079.84,Biofuel (B30),2354.05
9800029,"Container - Regional Feeder (1,800 TEU)",4470.2,437.95,Biofuel (B30),954.73
9800029,"Container - Regional Feeder (1,800 TEU)",5770.0,535.99,Biofuel (B30),1168.46
9800029,"Container - Regional Feeder (1,800 TEU)",17.5,1.88,Biofuel (B30),4.1
9800029,"Container - Regional Feeder (1,800 TEU)",10977.6,927.5,Biofuel (B30),2021.95
9800029,"Container - Regional Feeder (1,800 TEU)",3016.0,265.28,Biofuel (B30),578.31
9800029,"Container - Regional Feeder (1,800 TEU)",8032.1,768.28,Biofuel (B30),1674.85
9800029,"Container - Regional Feeder (1,800 TEU)",4455.7,444.95,Biofuel (B30),969.99
9800029,"Container - Regional Feeder (1,800 TEU)",5225.6,439.66,Biofuel (B30),958.46
9800029,"Container - Regional Feeder (1,800 TEU)",4035.7,414.77,Biofuel (B30),904.2
9800029,"Container - Regional Feeder (1,800 TEU)",5754.4,529.88,Biofuel (B30),1155.14
9800030,Tanker - VLCC Class,10346.9,4132.78,VLSFO,12869.48
9800030,Tanker - VLCC Class,5027.1,1978.61,VLSFO,6161.39
9800030,Tanker - VLCC Class,1120.7,510.34,VLSFO,1589.2
9800030,Tanker - VLCC Class,4382.2,2151.11,VLSFO,6698.56
9800030,Tanker - VLCC Class,4588.5,1792.79,VLSFO,5582.75
9800030,Tanker - VLCC Class,6999.1,2909.98,VLSFO,9061.68
9800030,Tanker - VLCC Class,6830.7,3248.15,VLSFO,10114.74
9800030,Tanker - VLCC Class,10734.3,4206.95,VLSFO,13100.44
9800030,Tanker - VLCC Class,4719.8,2513.27,VLSFO,7826.32
9800030,Tanker - VLCC Class,4386.0,1631.52,VLSFO,5080.55
9800030,Tanker - VLCC Class,7059.1,3576.9,VLSFO,11138.47
9800031,Tanker - Suezmax Class,9546.7,5030.68,Bio-Methanol,2263.81
9800031,Tanker - Suezmax Class,5975.5,3564.17,Bio-Methanol,1603.88
9800031,Tanker - Suezmax Class,10825.8,7348.05,Bio-Methanol,3306.62
9800031,Tanker - Suezmax Class,10195.7,5337.31,Bio-Methanol,2401.79
9800031,Tanker - Suezmax Class,3123.7,1834.73,Bio-Methanol,825.63
9800031,Tanker - Suezmax Class,7894.6,5014.11,Bio-Methanol,2256.35
9800031,Tanker - Suezmax Class,6146.7,3880.04,Bio-Methanol,1746.02
9800031,Tanker - Suezmax Class,7582.4,4773.41,Bio-Methanol,2148.03
9800031,Tanker - Suezmax Class,1587.0,856.8,Bio-Methanol,385.56
9800031,Tanker - Suezmax Class,6864.9,4460.27,Bio-Methanol,2007.12
9800031,Tanker - Suezmax Class,1029.4,619.22,Bio-Methanol,278.65
9800031,Tanker - Suezmax Class,10218.6,7294.74,Bio-Methanol,3282.63
9800031,Tanker - Suezmax Class,6294.8,2853.82,Bio-Methanol,1284.22
9800031,Tanker - Suezmax Class,7836.2,3661.28,Bio-Methanol,1647.58
9800032,Tanker - Aframax Class,5586.7,1114.51,Biofuel (B30),2429.63
9800032,Tanker - Aframax Class,4536.4,1043.4,Biofuel (B30),2274.61
9800032,Tanker - Aframax Class,8535.0,1537.35,Biofuel (B30),3351.42
9800032,Tanker - Aframax Class,6303.4,1232.81,Biofuel (B30),2687.53
9800032,Tanker - Aframax Class,2494.9,463.61,Biofuel (B30),1010.67
9800032,Tanker - Aframax Class,5360.8,1188.52,Biofuel (B30),2590.97
9800032,Tanker - Aframax Class,6456.9,1133.41,Biofuel (B30),2470.83
9800032,Tanker - Aframax Class,1180.0,260.02,Biofuel (B30),566.84
9800032,Tanker - Aframax Class,10346.9,2309.03,Biofuel (B30),5033.69
9800032,Tanker - Aframax Class,6059.9,1118.22,Biofuel (B30),2437.72
9800032,Tanker - Aframax Class,8641.2,2201.83,Biofuel (B30),4799.99
9800032,Tanker - Aframax Class,3611.4,647.12,Biofuel (B30),1410.72
9800033,Tanker - MR2 Chemical Class,5859.7,1337.37,Bio-Methanol,601.82
9800033,Tanker - MR2 Chemical Class,2938.2,678.78,Bio-Methanol,305.45
9800033,Tanker - MR2 Chemical Class,752.8,197.02,Bio-Methanol,88.66
9800033,Tanker - MR2 Chemical Class,5838.8,1082.91,Bio-Methanol,487.31
9800033,Tanker - MR2 Chemical Class,1488.2,295.96,Bio-Methanol,133.18
9800033,Tanker - MR2 Chemical Class,7244.5,1949.34,Bio-Methanol,877.2
9800033,Tanker - MR2 Chemical Class,7324.3,1798.65,Bio-Methanol,809.39
9800033,Tanker - MR2 Chemical Class,3499.8,1011.04,Bio-Methanol,454.97
9800033,Tanker - MR2 Chemical Class,8136.5,1673.47,Bio-Methanol,753.06
9800033,Tanker - MR2 Chemical Class,6078.5,1289.41,Bio-Methanol,580.23
9800033,Tanker - MR2 Chemical Class,6278.8,1311.67,Bio-Methanol,590.25
9800033,Tanker - MR2 Chemical Class,2608.3,585.77,Bio-Methanol,263.6
9800034,Reefer - Arctic Pioneer,9282.7,2358.66,Ammonia,117.93
9800034,Reefer - Arctic Pioneer,6408.2,1307.4,Ammonia,65.37
9800034,Reefer - Arctic Pioneer,7158.3,1496.48,Ammonia,74.82
9800034,Reefer - Arctic Pioneer,6078.5,1253.21,Ammonia,62.66
9800034,Reefer - Arctic Pioneer,4556.8,837.81,Ammonia,41.89
9800034,Reefer - Arctic Pioneer,8613.9,2167.54,Ammonia,108.38
9800034,Reefer - Arctic Pioneer,5775.2,1121.82,Ammonia,56.09
9800034,Reefer - Arctic Pioneer,2175.3,422.25,Ammonia,21.11
9800034,Reefer - Arctic Pioneer,3966.6,803.47,Ammonia,40.17
9800034,Reefer - Arctic Pioneer,8885.1,1902.24,Ammonia,95.11
9800034,Reefer - Arctic Pioneer,9576.4,2215.44,Ammonia,110.77
9800034,Reefer - Arctic Pioneer,5502.6,1054.84,Ammonia,52.74
9800035,Reefer - Nordic Carrier,6078.4,163.91,Hydrogen,0.0
9800035,Reefer - Nordic Carrier,432.7,13.9,Hydrogen,0.0
9800035,Reefer - Nordic Carrier,5764.0,161.76,Hydrogen,0.0
9800035,Reefer - Nordic Carrier,6915.3,166.11,Hydrogen,0.0
9800035,Reefer - Nordic Carrier,10080.2,300.87,Hydrogen,0.0
9800035,Reefer - Nordic Carrier,5798.3,184.55,Hydrogen,0.0
9800035,Reefer - Nordic Carrier,10348.7,286.93,Hydrogen,0.0
9800035,Reefer - Nordic Carrier,6280.4,188.92,Hydrogen,0.0
9800035,Reefer - Nordic Carrier,5770.5,204.5,Hydrogen,0.0
9800035,Reefer - Nordic Carrier,2488.5,62.5,Hydrogen,0.0
9800035,Reefer - Nordic Carrier,5904.5,192.7,Hydrogen,0.0
9800035,Reefer - Nordic Carrier,6629.5,214.1,Hydrogen,0.0
9800036,General Cargo - Multi-Purpose Heavy Lift,8656.1,779.56,VLSFO,2427.55
9800036,General Cargo - Multi-Purpose Heavy Lift,2734.1,228.27,VLSFO,710.83
9800036,General Cargo - Multi-Purpose Heavy Lift,9082.9,765.63,VLSFO,2384.17
9800036,General Cargo - Multi-Purpose Heavy Lift,10791.5,1003.88,VLSFO,3126.08
9800036,General Cargo - Multi-Purpose Heavy Lift,5923.3,512.16,VLSFO,1594.87
9800036,General Cargo - Multi-Purpose Heavy Lift,1732.0,192.64,VLSFO,599.88
9800036,General Cargo - Multi-Purpose Heavy Lift,7561.4,810.76,VLSFO,2524.71
9800036,General Cargo - Multi-Purpose Heavy Lift,5754.7,535.41,VLSFO,1667.27
9800036,General Cargo - Multi-Purpose Heavy Lift,6949.5,655.71,VLSFO,2041.88
9800036,General Cargo - Multi-Purpose Heavy Lift,3813.8,472.44,VLSFO,1471.18
9800036,General Cargo - Multi-Purpose Heavy Lift,549.8,58.01,VLSFO,180.64
9800036,General Cargo - Multi-Purpose Heavy Lift,7862.4,729.41,VLSFO,2271.38
9800036,General Cargo - Multi-Purpose Heavy Lift,5615.9,430.75,VLSFO,1341.36
9800036,General Cargo - Multi-Purpose Heavy Lift,10276.1,844.09,VLSFO,2628.5
9800037,General Cargo - Standard Box-Hold,4251.4,710.24,Bio-Methanol,319.61
9800037,General Cargo - Standard Box-Hold,2079.6,374.58,Bio-Methanol,168.56
9800037,General Cargo - Standard Box-Hold,5645.7,1053.62,Bio-Methanol,474.13
9800037,General Cargo - Standard Box-Hold,4189.4,754.44,Bio-Methanol,339.5
9800037,General Cargo - Standard Box-Hold,5560.2,791.99,Bio-Methanol,356.4
9800037,General Cargo - Standard Box-Hold,1192.1,166.75,Bio-Methanol,75.04
9800037,General Cargo - Standard Box-Hold,6091.1,958.8,Bio-Methanol,431.46
9800037,General Cargo - Standard Box-Hold,3601.1,699.39,Bio-Methanol,314.73
9800037,General Cargo - Standard Box-Hold,12606.1,1834.47,Bio-Methanol,825.51
9800037,General Cargo - Standard Box-Hold,6508.0,932.13,Bio-Methanol,419.46
9800037,General Cargo - Standard Box-Hold,8109.4,1115.13,Bio-Methanol,501.81
9800038,General Cargo - Green Multi-Carrier,1103.2,323.75,Ammonia,16.19
9800038,General Cargo - Green Multi-Carrier,5403.9,1509.16,Ammonia,75.46
9800038,General Cargo - Green Multi-Carrier,10749.5,2490.57,Ammonia,124.53
9800038,General Cargo - Green Multi-Carrier,6522.7,1561.43,Ammonia,78.07
9800038,General Cargo - Green Multi-Carrier,6059.9,1484.44,Ammonia,74.22
9800038,General Cargo - Green Multi-Carrier,6165.4,1515.91,Ammonia,75.8
9800038,General Cargo - Green Multi-Carrier,6641.4,1707.05,Ammonia,85.35
9800038,General Cargo - Green Multi-Carrier,7932.0,1685.35,Ammonia,84.27
9800038,General Cargo - Green Multi-Carrier,647.5,147.49,Ammonia,7.37
9800038,General Cargo - Green Multi-Carrier,6307.4,1484.26,Ammonia,74.21
9800038,General Cargo - Green Multi-Carrier,2115.6,548.12,Ammonia,27.41
9800038,General Cargo - Green Multi-Carrier,6634.4,1728.7,Ammonia,86.44
9800039,Bulk Carrier - Capesize Class,1636.8,399.68,Biofuel (B30),871.3
9800039,Bulk Carrier - Capesize Class,1316.2,415.15,Biofuel (B30),905.03
9800039,Bulk Carrier - Capesize Class,4973.5,1582.1,Biofuel (B30),3448.98
9800039,Bulk Carrier - Capesize Class,19.2,5.97,Biofuel (B30),13.01
9800039,Bulk Carrier - Capesize Class,12606.1,3936.13,Biofuel (B30),8580.76
9800039,Bulk Carrier - Capesize Class,8016.2,2156.24,Biofuel (B30),4700.6
9800039,Bulk Carrier - Capesize Class,3658.0,958.3,Biofuel (B30),2089.09
9800039,Bulk Carrier - Capesize Class,10672.2,3895.57,Biofuel (B30),8492.34
9800039,Bulk Carrier - Capesize Class,6034.6,1594.29,Biofuel (B30),3475.55
9800039,Bulk Carrier - Capesize Class,7505.2,1943.15,Biofuel (B30),4236.07
9800039,Bulk Carrier - Capesize Class,5245.8,1813.12,Biofuel (B30),3952.6
9800039,Bulk Carrier - Capesize Class,12582.7,3113.44,Biofuel (B30),6787.3
9800040,Bulk Carrier - Panamax Class,10986.5,650.04,Hydrogen,0.0
9800040,Bulk Carrier - Panamax Class,2475.9,112.19,Hydrogen,0.0
9800040,Bulk Carrier - Panamax Class,9698.1,426.11,Hydrogen,0.0
9800040,Bulk Carrier - Panamax Class,1017.1,43.77,Hydrogen,0.0
9800040,Bulk Carrier - Panamax Class,5691.3,298.78,Hydrogen,0.0
9800040,Bulk Carrier - Panamax Class,2473.5,116.61,Hydrogen,0.0
9800040,Bulk Carrier - Panamax Class,12476.7,546.79,Hydrogen,0.0
9800040,Bulk Carrier - Panamax Class,5586.7,214.29,Hydrogen,0.0
9800040,Bulk Carrier - Panamax Class,11268.5,561.34,Hydrogen,0.0
9800040,Bulk Carrier - Panamax Class,2015.1,90.99,Hydrogen,0.0
9800040,Bulk Carrier - Panamax Class,7857.4,404.84,Hydrogen,0.0
9800040,Bulk Carrier - Panamax Class,2667.3,137.02,Hydrogen,0.0
9800040,Bulk Carrier - Panamax Class,6400.3,307.14,Hydrogen,0.0
9800040,Bulk Carrier - Panamax Class,9248.8,469.58,Hydrogen,0.0
9800041,Bulk Carrier - Supramax Class,8136.5,848.03,VLSFO,2640.77
9800041,Bulk Carrier - Supramax Class,1940.6,240.43,VLSFO,748.7
9800041,Bulk Carrier - Supramax Class,6401.5,693.6,VLSFO,2159.87
9800041,Bulk Carrier - Supramax Class,6566.3,806.16,VLSFO,2510.38
9800041,Bulk Carrier - Supramax Class,3296.0,455.73,VLSFO,1419.14
9800041,Bulk Carrier - Supramax Class,8136.5,969.88,VLSFO,3020.21
9800041,Bulk Carrier - Supramax Class,5953.4,854.06,VLSFO,2659.54
9800041,Bulk Carrier - Supramax Class,4470.2,476.95,VLSFO,1485.22
9800041,Bulk Carrier - Supramax Class,6305.7,753.71,VLSFO,2347.05
9800041,Bulk Carrier - Supramax Class,828.2,112.27,VLSFO,349.61
9800041,Bulk Carrier - Supramax Class,9017.4,1003.56,VLSFO,3125.09
9800042,Bulk Carrier - Handysize Class,1111.4,28.54,Hydrogen,0.0
9800042,Bulk Carrier - Handysize Class,3296.0,76.14,Hydrogen,0.0
9800042,Bulk Carrier - Handysize Class,11563.8,284.52,Hydrogen,0.0
9800042,Bulk Carrier - Handysize Class,8535.0,201.67,Hydrogen,0.0
9800042,Bulk Carrier - Handysize Class,6499.9,161.19,Hydrogen,0.0
9800042,Bulk Carrier - Handysize Class,4562.2,122.41,Hydrogen,0.0
9800042,Bulk Carrier - Handysize Class,6334.6,158.15,Hydrogen,0.0
9800042,Bulk Carrier - Handysize Class,9071.4,194.16,Hydrogen,0.0
9800042,Bulk Carrier - Handysize Class,5488.6,123.4,Hydrogen,0.0
9800042,Bulk Carrier - Handysize Class,1196.0,25.02,Hydrogen,0.0
9800042,Bulk Carrier - Handysize Class,2374.4,51.33,Hydrogen,0.0
9800042,Bulk Carrier - Handysize Class,1324.1,31.73,Hydrogen,0.0
9800042,Bulk Carrier - Handysize Class,2061.2,56.1,Hydrogen,0.0
9800043,"Container - Ultra Large (24,000 TEU)",5923.3,1257.31,Hydrogen,0.0
9800043,"Container - Ultra Large (24,000 TEU)",2809.6,567.47,Hydrogen,0.0
9800043,"Container - Ultra Large (24,000 TEU)",1764.8,351.18,Hydrogen,0.0
9800043,"Container - Ultra Large (24,000 TEU)",10980.1,1781.29,Hydrogen,0.0
9800043,"Container - Ultra Large (24,000 TEU)",4677.2,1085.65,Hydrogen,0.0
9800043,"Container - Ultra Large (24,000 TEU)",6148.6,1262.81,Hydrogen,0.0
9800043,"Container - Ultra Large (24,000 TEU)",7412.3,1348.94,Hydrogen,0.0
9800043,"Container - Ultra Large (24,000 TEU)",3396.0,766.43,Hydrogen,0.0
9800043,"Container - Ultra Large (24,000 TEU)",10691.4,1696.54,Hydrogen,0.0
9800043,"Container - Ultra Large (24,000 TEU)",7771.5,1205.09,Hydrogen,0.0
9800043,"Container - Ultra Large (24,000 TEU)",7602.3,1437.75,Hydrogen,0.0
9800044,"Container - Neo-Panamax (15,000 TEU)",7862.4,1011.94,Hydrogen,0.0
9800044,"Container - Neo-Panamax (15,000 TEU)",5544.0,825.26,Hydrogen,0.0
9800044,"Container - Neo-Panamax (15,000 TEU)",5770.0,816.55,Hydrogen,0.0
9800044,"Container - Neo-Panamax (15,000 TEU)",7240.5,824.49,Hydrogen,0.0
9800044,"Container - Neo-Panamax (15,000 TEU)",2734.1,382.53,Hydrogen,0.0
9800044,"Container - Neo-Panamax (15,000 TEU)",6600.9,875.05,Hydrogen,0.0
9800044,"Container - Neo-Panamax (15,000 TEU)",4996.4,660.22,Hydrogen,0.0
9800044,"Container - Neo-Panamax (15,000 TEU)",8613.9,1252.84,Hydrogen,0.0
9800044,"Container - Neo-Panamax (15,000 TEU)",4028.6,602.92,Hydrogen,0.0
9800044,"Container - Neo-Panamax (15,000 TEU)",4652.2,587.48,Hydrogen,0.0
9800044,"Container - Neo-Panamax (15,000 TEU)",5244.0,703.82,Hydrogen,0.0
9800044,"Container - Neo-Panamax (15,000 TEU)",8836.0,955.46,Hydrogen,0.0
9800044,"Container - Neo-Panamax (15,000 TEU)",3069.6,469.53,Hydrogen,0.0
9800044,"Container - Neo-Panamax (15,000 TEU)",5764.0,749.82,Hydrogen,0.0
9800044,"Container - Neo-Panamax (15,000 TEU)",7224.7,853.17,Hydrogen,0.0
9800045,"Container - Post-Panamax (8,500 TEU)",7512.6,5309.11,Ammonia,265.46
9800045,"Container - Post-Panamax (8,500 TEU)",9644.8,9078.78,Ammonia,453.94
9800045,"Container - Post-Panamax (8,500 TEU)",1764.8,1682.07,Ammonia,84.1
9800045,"Container - Post-Panamax (8,500 TEU)",1197.1,853.15,Ammonia,42.66
9800045,"Container - Post-Panamax (8,500 TEU)",19.2,15.77,Ammonia,0.79
9800045,"Container - Post-Panamax (8,500 TEU)",2148.6,1900.33,Ammonia,95.02
9800045,"Container - Post-Panamax (8,500 TEU)",7594.6,6228.86,Ammonia,311.44
9800045,"Container - Post-Panamax (8,500 TEU)",7602.3,4871.26,Ammonia,243.56
9800045,"Container - Post-Panamax (8,500 TEU)",5978.1,3919.54,Ammonia,195.98
9800045,"Container - Post-Panamax (8,500 TEU)",6278.8,5386.18,Ammonia,269.31
9800045,"Container - Post-Panamax (8,500 TEU)",4590.9,4334.28,Ammonia,216.71
9800046,"Container - Panamax (5,000 TEU)",10977.6,2047.38,Biofuel (B30),4463.29
9800046,"Container - Panamax (5,000 TEU)",7576.4,1531.0,Biofuel (B30),3337.58
9800046,"Container - Panamax (5,000 TEU)",9555.9,2050.65,Biofuel (B30),4470.42
9800046,"Container - Panamax (5,000 TEU)",8204.1,1520.6,Biofuel (B30),3314.91
9800046,"Container - Panamax (5,000 TEU)",7412.3,1676.63,Biofuel (B30),3655.05
9800046,"Container - Panamax (5,000 TEU)",1587.0,323.7,Biofuel (B30),705.67
9800046,"Container - Panamax (5,000 TEU)",10870.3,2161.43,Biofuel (B30),4711.92
9800046,"Container - Panamax (5,000 TEU)",12070.8,2798.11,Biofuel (B30),6099.88
9800046,"Container - Panamax (5,000 TEU)",1324.1,249.73,Biofuel (B30),544.41
9800046,"Container - Panamax (5,000 TEU)",3794.9,721.46,Biofuel (B30),1572.78
9800046,"Container - Panamax (5,000 TEU)",1748.7,308.5,Biofuel (B30),672.53
9800046,"Container - Panamax (5,000 TEU)",5544.0,1106.38,Biofuel (B30),2411.91
9800046,"Container - Panamax (5,000 TEU)",12465.2,2554.97,Biofuel (B30),5569.83
9800047,"Container - Feeder Max (3,500 TEU)",4251.4,580.11,VLSFO,1806.46
9800047,"Container - Feeder Max (3,500 TEU)",5615.9,749.74,VLSFO,2334.69
9800047,"Container - Feeder Max (3,500 TEU)",4892.9,718.81,VLSFO,2238.37
9800047,"Container - Feeder Max (3,500 TEU)",5838.8,801.42,VLSFO,2495.62
9800047,"Container - Feeder Max (3,500 TEU)",5809.0,928.96,VLSFO,2892.78
9800047,"Container - Feeder Max (3,500 TEU)",3153.0,495.4,VLSFO,1542.68
9800047,"Container - Feeder Max (3,500 TEU)",6073.8,1055.75,VLSFO,3287.61
9800047,"Container - Feeder Max (3,500 TEU)",4780.3,639.16,VLSFO,1990.34
9800047,"Container - Feeder Max (3,500 TEU)",1740.9,240.72,VLSFO,749.6
9800047,"Container - Feeder Max (3,500 TEU)",8836.0,1001.35,VLSFO,3118.2
9800047,"Container - Feeder Max (3,500 TEU)",4473.5,720.92,VLSFO,2244.94
9800048,"Container - Regional Feeder (1,800 TEU)",6635.3,1129.97,Ammonia,56.5
9800048,"Container - Regional Feeder (1,800 TEU)",6504.1,1407.03,Ammonia,70.35
9800048,"Container - Regional Feeder (1,800 TEU)",1536.4,310.14,Ammonia,15.51
9800048,"Container - Regional Feeder (1,800 TEU)",5488.6,1128.04,Ammonia,56.4
9800048,"Container - Regional Feeder (1,800 TEU)",6708.4,1369.25,Ammonia,68.46
9800048,"Container - Regional Feeder (1,800 TEU)",5914.2,1034.76,Ammonia,51.74
9800048,"Container - Regional Feeder (1,800 TEU)",4588.5,720.13,Ammonia,36.01
9800048,"Container - Regional Feeder (1,800 TEU)",4840.0,709.92,Ammonia,35.5
9800048,"Container - Regional Feeder (1,800 TEU)",7156.6,998.89,Ammonia,49.94
9800048,"Container - Regional Feeder (1,800 TEU)",5127.9,915.67,Ammonia,45.78
9800048,"Container - Regional Feeder (1,800 TEU)",6094.7,1391.45,Ammonia,69.57
9800049,Tanker - VLCC Class,3568.8,4016.87,Ammonia,200.84
9800049,Tanker - VLCC Class,2386.3,1795.7,Ammonia,89.79
9800049,Tanker - VLCC Class,7092.4,7805.2,Ammonia,390.26
9800049,Tanker - VLCC Class,4636.7,4521.15,Ammonia,226.06
9800049,Tanker - VLCC Class,5544.0,5738.58,Ammonia,286.93
9800049,Tanker - VLCC Class,7121.6,6668.77,Ammonia,333.44
9800049,Tanker - VLCC Class,5329.3,5092.87,Ammonia,254.64
9800049,Tanker - VLCC Class,6303.4,6389.78,Ammonia,319.49
9800049,Tanker - VLCC Class,12576.4,14118.09,Ammonia,705.9
9800049,Tanker - VLCC Class,2079.6,1553.97,Ammonia,77.7
9800049,Tanker - VLCC Class,4556.8,3887.81,Ammonia,194.39
9800049,Tanker - VLCC Class,7672.0,6450.25,Ammonia,322.51
9800049,Tanker - VLCC Class,4973.5,4366.49,Ammonia,218.32
9800049,Tanker - VLCC Class,6518.3,4632.02,Ammonia,231.6
9800049,Tanker - VLCC Class,6419.9,4721.4,Ammonia,236.07
9800050,Tanker - Suezmax Class,4137.4,1968.95,Bio-Methanol,886.03
9800050,Tanker - Suezmax Class,2494.9,1652.79,Bio-Methanol,743.76
9800050,Tanker - Suezmax Class,7836.0,4104.55,Bio-Methanol,1847.05
9800050,Tanker - Suezmax Class,9017.4,5931.48,Bio-Methanol,2669.17
9800050,Tanker - Suezmax Class,7953.4,4924.88,Bio-Methanol,2216.2
9800050,Tanker - Suezmax Class,5809.0,2830.32,Bio-Methanol,1273.64
9800050,Tanker - Suezmax Class,9546.7,4824.9,Bio-Methanol,2171.2
9800050,Tanker - Suezmax Class,6470.3,3315.11,Bio-Methanol,1491.8
9800050,Tanker - Suezmax Class,7878.9,4984.2,Bio-Methanol,2242.89
9800050,Tanker - Suezmax Class,4035.7,1944.23,Bio-Methanol,874.9
9800051,Tanker - Aframax Class,5611.8,741.99,LNG,2040.47
9800051,Tanker - Aframax Class,606.7,94.1,LNG,258.77
9800051,Tanker - Aframax Class,4840.0,846.86,LNG,2328.87
9800051,Tanker - Aframax Class,9546.7,1121.12,LNG,3083.08
9800051,Tanker - Aframax Class,2972.3,495.07,LNG,1361.44
9800051,Tanker - Aframax Class,4840.0,899.76,LNG,2474.34
9800051,Tanker - Aframax Class,6091.1,1044.73,LNG,2873.01
9800051,Tanker - Aframax Class,3497.4,611.58,LNG,1681.85
9800051,Tanker - Aframax Class,3940.7,795.21,LNG,2186.83
9800051,Tanker - Aframax Class,6094.7,922.42,LNG,2536.65
9800051,Tanker - Aframax Class,4053.1,635.65,LNG,1748.04
9800051,Tanker - Aframax Class,152.8,18.53,LNG,50.96
9800051,Tanker - Aframax Class,3167.9,582.15,LNG,1600.91
9800051,Tanker - Aframax Class,3819.9,545.33,LNG,1499.66
9800052,Tanker - MR2 Chemical Class,7539.3,745.29,Biofuel (B30),1624.73
9800052,Tanker - MR2 Chemical Class,5891.8,741.69,Biofuel (B30),1616.88
9800052,Tanker - MR2 Chemical Class,4106.0,511.43,Biofuel (B30),1114.92
9800052,Tanker - MR2 Chemical Class,6558.2,795.92,Biofuel (B30),1735.11
9800052,Tanker - MR2 Chemical Class,5265.0,529.49,Biofuel (B30),1154.29
9800052,Tanker - MR2 Chemical Class,2009.8,195.58,Biofuel (B30),426.36
9800052,Tanker - MR2 Chemical Class,9071.4,983.0,Biofuel (B30),2142.94
9800052,Tanker - MR2 Chemical Class,8641.2,1222.77,Biofuel (B30),2665.64
9800052,Tanker - MR2 Chemical Class,4175.6,584.63,Biofuel (B30),1274.49
9800052,Tanker - MR2 Chemical Class,9326.5,1183.33,Biofuel (B30),2579.66
9800053,Reefer - Arctic Pioneer,11393.3,1189.39,LSMGO,3813.18
9800053,Reefer - Arctic Pioneer,5596.4,657.16,LSMGO,2106.85
9800053,Reefer - Arctic Pioneer,2550.6,297.25,LSMGO,952.98
9800053,Reefer - Arctic Pioneer,5239.9,547.05,LSMGO,1753.84
9800053,Reefer - Arctic Pioneer,3153.0,281.35,LSMGO,902.01
9800053,Reefer - Arctic Pioneer,6915.3,668.64,LSMGO,2143.66
9800053,Reefer - Arctic Pioneer,3952.9,430.56,LSMGO,1380.38
9800053,Reefer - Arctic Pioneer,13153.7,1553.05,LSMGO,4979.08
9800053,Reefer - Arctic Pioneer,7240.5,648.35,LSMGO,2078.61
9800053,Reefer - Arctic Pioneer,4858.4,571.55,LSMGO,1832.39
9800053,Reefer - Arctic Pioneer,5645.9,517.67,LSMGO,1659.65
9800054,Reefer - Nordic Carrier,745.4,62.2,Biofuel (B30),135.6
9800054,Reefer - Nordic Carrier,4137.4,404.4,Biofuel (B30),881.59
9800054,Reefer - Nordic Carrier,6455.2,554.85,Biofuel (B30),1209.57
9800054,Reefer - Nordic Carrier,3903.5,272.1,Biofuel (B30),593.18
9800054,Reefer - Nordic Carrier,5098.4,422.79,Biofuel (B30),921.68
9800054,Reefer - Nordic Carrier,3903.5,321.26,Biofuel (B30),700.35
9800054,Reefer - Nordic Carrier,3586.1,292.08,Biofuel (B30),636.73
9800054,Reefer - Nordic Carrier,7857.4,599.07,Biofuel (B30),1305.97
9800054,Reefer - Nordic Carrier,4753.4,342.03,Biofuel (B30),745.63
9800054,Reefer - Nordic Carrier,7843.1,772.45,Biofuel (B30),1683.94
9800054,Reefer - Nordic Carrier,10925.5,924.91,Biofuel (B30),2016.3
9800054,Reefer - Nordic Carrier,6903.8,661.74,Biofuel (B30),1442.59
