Date,Fuel_Type,Price_Per_Ton,Port
2026-08-08,Hydrogen,1851.93,Port of Shanghai
2026-08-08,VLSFO,600.81,Port of Ningbo-Zhoushan
2026-08-08,LSMGO,794.28,Port of Ningbo-Zhoushan
2026-08-08,LNG,529.07,Port of Ningbo-Zhoushan
2026-08-08,Bio-Methanol,508.85,Port of Ningbo-Zhoushan
2026-08-08,Biofuel (B30),766.51,Port of Ningbo-Zhoushan
2026-08-08,Ammonia,736.37,Port of Ningbo-Zhoushan
2026-08-08,Hydrogen,1841.35,Port of Ningbo-Zhoushan
2026-08-08,VLSFO,609.81,Port of Shenzhen
2026-08-08,LSMGO,797.84,Port of Shenzhen
2026-08-08,LNG,536.37,Port of Shenzhen
2026-08-08,Bio-Methanol,517.56,Port of Shenzhen
2026-08-08,Biofuel (B30),789.96,Port of Shenzhen
2026-08-08,Ammonia,732.57,Port of Shenzhen
2026-08-08,Hydrogen,1837.46,Port of Shenzhen
2026-08-08,VLSFO,600.58,Port of Busan
2026-08-08,LSMGO,791.18,Port of Busan
2026-08-08,LNG,555.0,Port of Busan
2026-08-08,Bio-Methanol,505.5,Port of Busan
2026-08-08,Biofuel (B30),784.5,Port of Busan
2026-08-08,Ammonia,748.44,Port of Busan
2026-08-08,Hydrogen,1854.55,Port of Busan
2026-08-08,VLSFO,622.63,Port of Hong Kong
2026-08-08,LSMGO,803.49,Port of Hong Kong
2026-08-08,LNG,530.98,Port of Hong Kong
2026-08-08,Bio-Methanol,495.61,Port of Hong Kong
2026-08-08,Biofuel (B30),769.57,Port of Hong Kong
2026-08-08,Ammonia,728.79,Port of Hong Kong
2026-08-08,Hydrogen,1855.08,Port of Hong Kong
2026-08-08,VLSFO,616.92,Port of Tokyo
2026-08-08,LSMGO,781.54,Port of Tokyo
2026-08-08,LNG,545.98,Port of Tokyo
2026-08-08,Bio-Methanol,518.01,Port of Tokyo
2026-08-08,Biofuel (B30),770.03,Port of Tokyo
2026-08-08,Ammonia,743.22,Port of Tokyo
2026-08-08,Hydrogen,1857.44,Port of Tokyo
2026-08-08,VLSFO,603.44,Port of Yokohama
2026-08-08,LSMGO,799.58,Port of Yokohama
2026-08-08,LNG,553.94,Port of Yokohama
2026-08-08,Bio-Methanol,498.24,Port of Yokohama
2026-08-08,Biofuel (B30),765.77,Port of Yokohama
2026-08-08,Ammonia,734.36,Port of Yokohama
2026-08-08,Hydrogen,1855.32,Port of Yokohama
2026-08-08,VLSFO,628.75,Port of Klang
2026-08-08,LSMGO,786.9,Port of Klang
2026-08-08,LNG,546.45,Port of Klang
2026-08-08,Bio-Methanol,497.28,Port of Klang
2026-08-08,Biofuel (B30),785.72,Port of Klang
2026-08-08,Ammonia,743.82,Port of Klang
2026-08-08,Hydrogen,1838.06,Port of Klang
2026-08-08,VLSFO,623.17,Port of Tanjung Pelepas
2026-08-08,LSMGO,800.51,Port of Tanjung Pelepas
2026-08-08,LNG,543.01,Port of Tanjung Pelepas
2026-08-08,Bio-Methanol,498.63,Port of Tanjung Pelepas
2026-08-08,Biofuel (B30),794.52,Port of Tanjung Pelepas
2026-08-08,Ammonia,748.48,Port of Tanjung Pelepas
2026-08-08,Hydrogen,1845.42,Port of Tanjung Pelepas
2026-08-09,VLSFO,612.85,Port of Singapore
2026-08-09,LSMGO,786.12,Port of Singapore
2026-08-09,LNG,540.18,Port of Singapore
2026-08-09,Bio-Methanol,505.24,Port of Singapore
2026-08-09,Biofuel (B30),790.49,Port of Singapore
2026-08-09,Ammonia,749.67,Port of Singapore
2026-08-09,Hydrogen,1838.17,Port of Singapore
2026-08-09,VLSFO,628.82,Port of Shanghai
2026-08-09,LSMGO,794.07,Port of Shanghai
2026-08-09,LNG,549.86,Port of Shanghai
2026-08-09,Bio-Methanol,516.22,Port of Shanghai
2026-08-09,Biofuel (B30),778.06,Port of Shanghai
2026-08-09,Ammonia,747.01,Port of Shanghai
2026-08-09,Hydrogen,1863.96,Port of Shanghai
2026-08-09,VLSFO,608.1,Port of Ningbo-Zhoushan
2026-08-09,LSMGO,799.25,Port of Ningbo-Zhoushan
2026-08-09,LNG,541.15,Port of Ningbo-Zhoushan
2026-08-09,Bio-Methanol,509.5,Port of Ningbo-Zhoushan
2026-08-09,Biofuel (B30),778.07,Port of Ningbo-Zhoushan
2026-08-09,Ammonia,746.93,Port of Ningbo-Zhoushan
2026-08-09,Hydrogen,1843.05,Port of Ningbo-Zhoushan
2026-08-09,VLSFO,625.55,Port of Shenzhen
2026-08-09,LSMGO,799.92,Port of Shenzhen
2026-08-09,LNG,527.6,Port of Shenzhen
2026-08-09,Bio-Methanol,521.45,Port of Shenzhen
2026-08-09,Biofuel (B30),772.32,Port of Shenzhen
2026-08-09,Ammonia,738.94,Port of Shenzhen
2026-08-09,Hydrogen,1853.31,Port of Shenzhen
2026-08-09,VLSFO,611.37,Port of Busan
2026-08-09,LSMGO,775.86,Port of Busan
2026-08-09,LNG,550.53,Port of Busan
2026-08-09,Bio-Methanol,500.46,Port of Busan
2026-08-09,Biofuel (B30),771.36,Port of Busan
2026-08-09,Ammonia,748.93,Port of Busan
2026-08-09,Hydrogen,1845.21,Port of Busan
2026-08-09,VLSFO,626.41,Port of Hong Kong
2026-08-09,LSMGO,796.04,Port of Hong Kong
2026-08-09,LNG,533.29,Port of Hong Kong
2026-08-09,Bio-Methanol,495.3,Port of Hong Kong
2026-08-09,Biofuel (B30),793.44,Port of Hong Kong
2026-08-09,Ammonia,727.57,Port of Hong Kong
2026-08-09,Hydrogen,1856.6,Port of Hong Kong
2026-08-09,VLSFO,614.66,Port of Tokyo
2026-08-09,LSMGO,797.74,Port of Tokyo
2026-08-09,LNG,545.72,Port of Tokyo
2026-08-09,Bio-Methanol,514.38,Port of Tokyo
2026-08-09,Biofuel (B30),779.72,Port of Tokyo
2026-08-09,Ammonia,748.79,Port of Tokyo
2026-08-09,Hydrogen,1837.79,Port of Tokyo
2026-08-09,VLSFO,606.65,Port of Yokohama
2026-08-09,LSMGO,795.75,Port of Yokohama
2026-08-09,LNG,534.19,Port of Yokohama
2026-08-09,Bio-Methanol,512.45,Port of Yokohama
2026-08-09,Biofuel (B30),779.2,Port of Yokohama
2026-08-09,Ammonia,740.93,Port of Yokohama
2026-08-09,Hydrogen,1847.77,Port of Yokohama
2026-08-09,VLSFO,622.38,Port of Klang
2026-08-09,LSMGO,784.92,Port of Klang
2026-08-09,LNG,546.09,Port of Klang
2026-08-09,Bio-Methanol,503.13,Port of Klang
2026-08-09,Biofuel (B30),772.54,Port of Klang
2026-08-09,Ammonia,728.62,Port of Klang
2026-08-09,Hydrogen,1840.78,Port of Klang
2026-08-09,VLSFO,603.59,Port of Tanjung Pelepas
2026-08-09,LSMGO,791.08,Port of Tanjung Pelepas
2026-08-09,LNG,547.87,Port of Tanjung Pelepas
2026-08-09,Bio-Methanol,500.55,Port of Tanjung Pelepas
2026-08-09,Biofuel (B30),771.49,Port of Tanjung Pelepas
2026-08-09,Ammonia,739.53,Port of Tanjung Pelepas
2026-08-09,Hydrogen,1856.74,Port of Tanjung Pelepas
2026-08-10,VLSFO,629.3,Port of Singapore
2026-08-10,LSMGO,790.74,Port of Singapore
2026-08-10,LNG,533.49,Port of Singapore
2026-08-10,Bio-Methanol,498.02,Port of Singapore
2026-08-10,Biofuel (B30),770.82,Port of Singapore
2026-08-10,Ammonia,731.82,Port of Singapore
2026-08-10,Hydrogen,1840.38,Port of Singapore
2026-08-10,VLSFO,600.42,Port of Shanghai
2026-08-10,LSMGO,791.02,Port of Shanghai
2026-08-10,LNG,533.23,Port of Shanghai
2026-08-10,Bio-Methanol,524.23,Port of Shanghai
2026-08-10,Biofuel (B30),781.6,Port of Shanghai
2026-08-10,Ammonia,745.92,Port of Shanghai
2026-08-10,Hydrogen,1838.79,Port of Shanghai
2026-08-10,VLSFO,626.05,Port of Ningbo-Zhoushan
2026-08-10,LSMGO,789.73,Port of Ningbo-Zhoushan
2026-08-10,LNG,551.18,Port of Ningbo-Zhoushan
2026-08-10,Bio-Methanol,512.22,Port of Ningbo-Zhoushan
2026-08-10,Biofuel (B30),779.08,Port of Ningbo-Zhoushan
2026-08-10,Ammonia,738.21,Port of Ningbo-Zhoushan
2026-08-10,Hydrogen,1840.53,Port of Ningbo-Zhoushan
2026-08-10,VLSFO,601.54,Port of Shenzhen
2026-08-10,LSMGO,803.23,Port of Shenzhen
2026-08-10,LNG,539.33,Port of Shenzhen
2026-08-10,Bio-Methanol,519.66,Port of Shenzhen
2026-08-10,Biofuel (B30),777.02,Port of Shenzhen
2026-08-10,Ammonia,727.22,Port of Shenzhen
2026-08-10,Hydrogen,1853.88,Port of Shenzhen
2026-08-10,VLSFO,601.61,Port of Busan
2026-08-10,LSMGO,779.48,Port of Busan
2026-08-10,LNG,541.89,Port of Busan
2026-08-10,Bio-Methanol,504.12,Port of Busan
2026-08-10,Biofuel (B30),794.82,Port of Busan
2026-08-10,Ammonia,728.55,Port of Busan
2026-08-10,Hydrogen,1857.93,Port of Busan
2026-08-10,VLSFO,618.19,Port of Hong Kong
2026-08-10,LSMGO,798.72,Port of Hong Kong
2026-08-10,LNG,531.77,Port of Hong Kong
2026-08-10,Bio-Methanol,510.68,Port of Hong Kong
2026-08-10,Biofuel (B30),778.52,Port of Hong Kong
2026-08-10,Ammonia,738.28,Port of Hong Kong
2026-08-10,Hydrogen,1860.8,Port of Hong Kong
2026-08-10,VLSFO,629.7,Port of Tokyo
2026-08-10,LSMGO,784.16,Port of Tokyo
2026-08-10,LNG,543.63,Port of Tokyo
2026-08-10,Bio-Methanol,513.29,Port of Tokyo
2026-08-10,Biofuel (B30),787.2,Port of Tokyo
2026-08-10,Ammonia,753.43,Port of Tokyo
2026-08-10,Hydrogen,1841.23,Port of Tokyo
2026-08-10,VLSFO,606.33,Port of Yokohama
2026-08-10,LSMGO,794.81,Port of Yokohama
2026-08-10,LNG,529.71,Port of Yokohama
2026-08-10,Bio-Methanol,500.21,Port of Yokohama
2026-08-10,Biofuel (B30),767.25,Port of Yokohama
2026-08-10,Ammonia,725.08,Port of Yokohama
2026-08-10,Hydrogen,1848.52,Port of Yokohama
2026-08-10,VLSFO,617.81,Port of Klang
2026-08-10,LSMGO,783.74,Port of Klang
2026-08-10,LNG,531.94,Port of Klang
2026-08-10,Bio-Methanol,516.21,Port of Klang
2026-08-10,Biofuel (B30),786.09,Port of Klang
2026-08-10,Ammonia,738.62,Port of Klang
2026-08-10,Hydrogen,1855.62,Port of Klang
2026-08-10,VLSFO,627.72,Port of Tanjung Pelepas
2026-08-10,LSMGO,798.63,Port of Tanjung Pelepas
2026-08-10,LNG,543.75,Port of Tanjung Pelepas
2026-08-10,Bio-Methanol,514.84,Port of Tanjung Pelepas
2026-08-10,Biofuel (B30),793.01,Port of Tanjung Pelepas
2026-08-10,Ammonia,737.75,Port of Tanjung Pelepas
2026-08-10,Hydrogen,1851.34,Port of Tanjung Pelepas
2026-08-11,VLSFO,619.43,Port of Singapore
2026-08-11,LSMGO,802.25,Port of Singapore
2026-08-11,LNG,549.8,Port of Singapore
2026-08-11,Bio-Methanol,497.14,Port of Singapore
2026-08-11,Biofuel (B30),769.98,Port of Singapore
2026-08-11,Ammonia,734.23,Port of Singapore
2026-08-11,Hydrogen,1857.47,Port of Singapore
2026-08-11,VLSFO,617.08,Port of Shanghai
2026-08-11,LSMGO,783.66,Port of Shanghai
2026-08-11,LNG,528.73,Port of Shanghai
2026-08-11,Bio-Methanol,515.66,Port of Shanghai
2026-08-11,Biofuel (B30),785.99,Port of Shanghai
2026-08-11,Ammonia,753.28,Port of Shanghai
2026-08-11,Hydrogen,1850.01,Port of Shanghai
2026-08-11,VLSFO,614.81,Port of Ningbo-Zhoushan
2026-08-11,LSMGO,777.41,Port of Ningbo-Zhoushan
2026-08-11,LNG,526.2,Port of Ningbo-Zhoushan
2026-08-11,Bio-Methanol,507.96,Port of Ningbo-Zhoushan
2026-08-11,Biofuel (B30),774.67,Port of Ningbo-Zhoushan
2026-08-11,Ammonia,732.51,Port of Ningbo-Zhoushan
2026-08-11,Hydrogen,1837.74,Port of Ningbo-Zhoushan
2026-08-11,VLSFO,628.86,Port of Shenzhen
2026-08-11,LSMGO,800.08,Port of Shenzhen
2026-08-11,LNG,542.26,Port of Shenzhen
2026-08-11,Bio-Methanol,523.52,Port of Shenzhen
2026-08-11,Biofuel (B30),794.99,Port of Shenzhen
2026-08-11,Ammonia,745.17,Port of Shenzhen
2026-08-11,Hydrogen,1843.09,Port of Shenzhen
2026-08-11,VLSFO,601.21,Port of Busan
2026-08-11,LSMGO,797.69,Port of Busan
2026-08-11,LNG,539.12,Port of Busan
2026-08-11,Bio-Methanol,514.55,Port of Busan
2026-08-11,Biofuel (B30),792.48,Port of Busan
2026-08-11,Ammonia,730.44,Port of Busan
2026-08-11,Hydrogen,1852.56,Port of Busan
2026-08-11,VLSFO,619.04,Port of Hong Kong
2026-08-11,LSMGO,789.75,Port of Hong Kong
2026-08-11,LNG,527.74,Port of Hong Kong
2026-08-11,Bio-Methanol,505.44,Port of Hong Kong
2026-08-11,Biofuel (B30),775.0,Port of Hong Kong
2026-08-11,Ammonia,745.1,Port of Hong Kong
2026-08-11,Hydrogen,1860.73,Port of Hong Kong
2026-08-11,VLSFO,609.89,Port of Tokyo
2026-08-11,LSMGO,795.81,Port of Tokyo
2026-08-11,LNG,533.65,Port of Tokyo
2026-08-11,Bio-Methanol,523.36,Port of Tokyo
2026-08-11,Biofuel (B30),789.41,Port of Tokyo
2026-08-11,Ammonia,741.5,Port of Tokyo
2026-08-11,Hydrogen,1848.64,Port of Tokyo
2026-08-11,VLSFO,609.44,Port of Yokohama
2026-08-11,LSMGO,784.7,Port of Yokohama
2026-08-11,LNG,554.11,Port of Yokohama
2026-08-11,Bio-Methanol,507.13,Port of Yokohama
2026-08-11,Biofuel (B30),780.44,Port of Yokohama
2026-08-11,Ammonia,754.64,Port of Yokohama
2026-08-11,Hydrogen,1854.73,Port of Yokohama
2026-08-11,VLSFO,616.28,Port of Klang
2026-08-11,LSMGO,787.4,Port of Klang
2026-08-11,LNG,530.63,Port of Klang
2026-08-11,Bio-Methanol,505.85,Port of Klang
2026-08-11,Biofuel (B30),787.69,Port of Klang
2026-08-11,Ammonia,743.76,Port of Klang
2026-08-11,Hydrogen,1857.8,Port of Klang
2026-08-11,VLSFO,606.11,Port of Tanjung Pelepas
2026-08-11,LSMGO,791.48,Port of Tanjung Pelepas
2026-08-11,LNG,552.83,Port of Tanjung Pelepas
2026-08-11,Bio-Methanol,508.14,Port of Tanjung Pelepas
2026-08-11,Biofuel (B30),785.95,Port of Tanjung Pelepas
2026-08-11,Ammonia,728.64,Port of Tanjung Pelepas
2026-08-11,Hydrogen,1864.19,Port of Tanjung Pelepas
2026-08-12,VLSFO,618.27,Port of Singapore
2026-08-12,LSMGO,782.18,Port of Singapore
2026-08-12,LNG,529.75,Port of Singapore
2026-08-12,Bio-Methanol,511.53,Port of Singapore
2026-08-12,Biofuel (B30),781.57,Port of Singapore
2026-08-12,Ammonia,727.8,Port of Singapore
2026-08-12,Hydrogen,1864.77,Port of Singapore
2026-08-12,VLSFO,627.39,Port of Shanghai
2026-08-12,LSMGO,788.84,Port of Shanghai
2026-08-12,LNG,528.52,Port of Shanghai
2026-08-12,Bio-Methanol,519.96,Port of Shanghai
2026-08-12,Biofuel (B30),779.95,Port of Shanghai
2026-08-12,Ammonia,746.5,Port of Shanghai
2026-08-12,Hydrogen,1850.27,Port of Shanghai
2026-08-12,VLSFO,608.2,Port of Ningbo-Zhoushan
2026-08-12,LSMGO,800.04,Port of Ningbo-Zhoushan
2026-08-12,LNG,554.41,Port of Ningbo-Zhoushan
2026-08-12,Bio-Methanol,502.31,Port of Ningbo-Zhoushan
2026-08-12,Biofuel (B30),781.54,Port of Ningbo-Zhoushan
2026-08-12,Ammonia,736.51,Port of Ningbo-Zhoushan
2026-08-12,Hydrogen,1862.66,Port of Ningbo-Zhoushan
2026-08-12,VLSFO,615.25,Port of Shenzhen
2026-08-12,LSMGO,801.38,Port of Shenzhen
2026-08-12,LNG,550.92,Port of Shenzhen
2026-08-12,Bio-Methanol,503.29,Port of Shenzhen
2026-08-12,Biofuel (B30),788.7,Port of Shenzhen
2026-08-12,Ammonia,737.45,Port of Shenzhen
2026-08-12,Hydrogen,1863.03,Port of Shenzhen
2026-08-12,VLSFO,615.23,Port of Busan
2026-08-12,LSMGO,799.62,Port of Busan
2026-08-12,LNG,533.49,Port of Busan
2026-08-12,Bio-Methanol,503.96,Port of Busan
2026-08-12,Biofuel (B30),782.61,Port of Busan
2026-08-12,Ammonia,754.97,Port of Busan
2026-08-12,Hydrogen,1849.69,Port of Busan
2026-08-12,VLSFO,604.46,Port of Hong Kong
2026-08-12,LSMGO,791.16,Port of Hong Kong
2026-08-12,LNG,535.35,Port of Hong Kong
2026-08-12,Bio-Methanol,511.56,Port of Hong Kong
2026-08-12,Biofuel (B30),781.3,Port of Hong Kong
2026-08-12,Ammonia,738.66,Port of Hong Kong
2026-08-12,Hydrogen,1844.65,Port of Hong Kong
2026-08-12,VLSFO,605.66,Port of Tokyo
2026-08-12,LSMGO,795.92,Port of Tokyo
2026-08-12,LNG,542.15,Port of Tokyo
2026-08-12,Bio-Methanol,502.01,Port of Tokyo
2026-08-12,Biofuel (B30),788.27,Port of Tokyo
2026-08-12,Ammonia,726.31,Port of Tokyo
2026-08-12,Hydrogen,1857.34,Port of Tokyo
2026-08-12,VLSFO,621.16,Port of Yokohama
2026-08-12,LSMGO,799.34,Port of Yokohama
2026-08-12,LNG,536.58,Port of Yokohama
2026-08-12,Bio-Methanol,514.91,Port of Yokohama
2026-08-12,Biofuel (B30),789.62,Port of Yokohama
2026-08-12,Ammonia,754.42,Port of Yokohama
2026-08-12,Hydrogen,1849.86,Port of Yokohama
2026-08-12,VLSFO,601.11,Port of Klang
2026-08-12,LSMGO,790.07,Port of Klang
2026-08-12,LNG,542.71,Port of Klang
2026-08-12,Bio-Methanol,521.09,Port of Klang
2026-08-12,Biofuel (B30),791.23,Port of Klang
2026-08-12,Ammonia,738.21,Port of Klang
2026-08-12,Hydrogen,1850.78,Port of Klang
2026-08-12,VLSFO,613.71,Port of Tanjung Pelepas
2026-08-12,LSMGO,796.67,Port of Tanjung Pelepas
2026-08-12,LNG,537.3,Port of Tanjung Pelepas
2026-08-12,Bio-Methanol,514.64,Port of Tanjung Pelepas
2026-08-12,Biofuel (B30),769.63,Port of Tanjung Pelepas
2026-08-12,Ammonia,739.08,Port of Tanjung Pelepas
2026-08-12,Hydrogen,1864.08,Port of Tanjung Pelepas
2026-08-13,VLSFO,610.16,Port of Singapore
2026-08-13,LSMGO,795.78,Port of Singapore
2026-08-13,LNG,544.5,Port of Singapore
2026-08-13,Bio-Methanol,520.55,Port of Singapore
2026-08-13,Biofuel (B30),790.57,Port of Singapore
2026-08-13,Ammonia,750.78,Port of Singapore
2026-08-13,Hydrogen,1846.4,Port of Singapore
2026-08-13,VLSFO,609.5,Port of Shanghai
2026-08-13,LSMGO,796.56,Port of Shanghai
2026-08-13,LNG,547.78,Port of Shanghai
2026-08-13,Bio-Methanol,521.17,Port of Shanghai
2026-08-13,Biofuel (B30),766.08,Port of Shanghai
2026-08-13,Ammonia,727.05,Port of Shanghai
2026-08-13,Hydrogen,1853.93,Port of Shanghai
2026-08-13,VLSFO,627.63,Port of Ningbo-Zhoushan
2026-08-13,LSMGO,804.92,Port of Ningbo-Zhoushan
2026-08-13,LNG,547.4,Port of Ningbo-Zhoushan
2026-08-13,Bio-Methanol,508.02,Port of Ningbo-Zhoushan
2026-08-13,Biofuel (B30),767.95,Port of Ningbo-Zhoushan
2026-08-13,Ammonia,744.01,Port of Ningbo-Zhoushan
2026-08-13,Hydrogen,1861.18,Port of Ningbo-Zhoushan
2026-08-13,VLSFO,613.31,Port of Shenzhen
2026-08-13,LSMGO,795.82,Port of Shenzhen
2026-08-13,LNG,552.1,Port of Shenzhen
2026-08-13,Bio-Methanol,496.38,Port of Shenzhen
2026-08-13,Biofuel (B30),788.88,Port of Shenzhen
2026-08-13,Ammonia,733.8,Port of Shenzhen
2026-08-13,Hydrogen,1846.25,Port of Shenzhen
2026-08-13,VLSFO,604.37,Port of Busan
2026-08-13,LSMGO,790.93,Port of Busan
2026-08-13,LNG,541.98,Port of Busan
2026-08-13,Bio-Methanol,518.78,Port of Busan
2026-08-13,Biofuel (B30),770.1,Port of Busan
2026-08-13,Ammonia,727.37,Port of Busan
2026-08-13,Hydrogen,1861.13,Port of Busan
2026-08-13,VLSFO,618.59,Port of Hong Kong
2026-08-13,LSMGO,782.22,Port of Hong Kong
2026-08-13,LNG,552.38,Port of Hong Kong
2026-08-13,Bio-Methanol,499.29,Port of Hong Kong
2026-08-13,Biofuel (B30),778.83,Port of Hong Kong
2026-08-13,Ammonia,732.62,Port of Hong Kong
2026-08-13,Hydrogen,1842.66,Port of Hong Kong
2026-08-13,VLSFO,600.28,Port of Tokyo
2026-08-13,LSMGO,799.14,Port of Tokyo
2026-08-13,LNG,552.04,Port of Tokyo
2026-08-13,Bio-Methanol,515.33,Port of Tokyo
2026-08-13,Biofuel (B30),769.74,Port of Tokyo
2026-08-13,Ammonia,738.25,Port of Tokyo
2026-08-13,Hydrogen,1845.37,Port of Tokyo
2026-08-13,VLSFO,617.63,Port of Yokohama
2026-08-13,LSMGO,794.17,Port of Yokohama
2026-08-13,LNG,537.73,Port of Yokohama
2026-08-13,Bio-Methanol,502.5,Port of Yokohama
2026-08-13,Biofuel (B30),790.36,Port of Yokohama
2026-08-13,Ammonia,730.98,Port of Yokohama
2026-08-13,Hydrogen,1846.54,Port of Yokohama
2026-08-13,VLSFO,614.5,Port of Klang
2026-08-13,LSMGO,782.12,Port of Klang
2026-08-13,LNG,542.16,Port of Klang
2026-08-13,Bio-Methanol,512.24,Port of Klang
2026-08-13,Biofuel (B30),794.78,Port of Klang
2026-08-13,Ammonia,733.86,Port of Klang
2026-08-13,Hydrogen,1864.34,Port of Klang
2026-08-13,VLSFO,619.75,Port of Tanjung Pelepas
2026-08-13,LSMGO,783.23,Port of Tanjung Pelepas
2026-08-13,LNG,541.98,Port of Tanjung Pelepas
2026-08-13,Bio-Methanol,515.57,Port of Tanjung Pelepas
2026-08-13,Biofuel (B30),787.34,Port of Tanjung Pelepas
2026-08-13,Ammonia,726.47,Port of Tanjung Pelepas
2026-08-13,Hydrogen,1853.19,Port of Tanjung Pelepas
2026-08-14,VLSFO,614.9,Port of Singapore
2026-08-14,LSMGO,802.12,Port of Singapore
2026-08-14,LNG,533.59,Port of Singapore
2026-08-14,Bio-Methanol,518.97,Port of Singapore
2026-08-14,Biofuel (B30),783.21,Port of Singapore
2026-08-14,Ammonia,735.57,Port of Singapore
2026-08-14,Hydrogen,1854.1,Port of Singapore
2026-08-14,VLSFO,618.63,Port of Shanghai
2026-08-14,LSMGO,795.33,Port of Shanghai
2026-08-14,LNG,546.63,Port of Shanghai
2026-08-14,Bio-Methanol,514.78,Port of Shanghai
2026-08-14,Biofuel (B30),790.15,Port of Shanghai
2026-08-14,Ammonia,743.85,Port of Shanghai
2026-08-14,Hydrogen,1862.1,Port of Shanghai
2026-08-14,VLSFO,619.39,Port of Ningbo-Zhoushan
2026-08-14,LSMGO,784.27,Port of Ningbo-Zhoushan
2026-08-14,LNG,538.22,Port of Ningbo-Zhoushan
2026-08-14,Bio-Methanol,512.39,Port of Ningbo-Zhoushan
2026-08-14,Biofuel (B30),786.97,Port of Ningbo-Zhoushan
2026-08-14,Ammonia,727.7,Port of Ningbo-Zhoushan
2026-08-14,Hydrogen,1843.85,Port of Ningbo-Zhoushan
2026-08-14,VLSFO,622.42,Port of Shenzhen
2026-08-14,LSMGO,780.27,Port of Shenzhen
2026-08-14,LNG,528.96,Port of Shenzhen
2026-08-14,Bio-Methanol,511.18,Port of Shenzhen
2026-08-14,Biofuel (B30),794.14,Port of Shenzhen
2026-08-14,Ammonia,740.93,Port of Shenzhen
2026-08-14,Hydrogen,1862.4,Port of Shenzhen
2026-08-14,VLSFO,624.91,Port of Busan
2026-08-14,LSMGO,782.71,Port of Busan
2026-08-14,LNG,549.74,Port of Busan
2026-08-14,Bio-Methanol,509.46,Port of Busan
2026-08-14,Biofuel (B30),789.19,Port of Busan
2026-08-14,Ammonia,747.4,Port of Busan
2026-08-14,Hydrogen,1845.16,Port of Busan
2026-08-14,VLSFO,603.46,Port of Hong Kong
2026-08-14,LSMGO,803.89,Port of Hong Kong
2026-08-14,LNG,529.22,Port of Hong Kong
2026-08-14,Bio-Methanol,524.0,Port of Hong Kong
2026-08-14,Biofuel (B30),790.8,Port of Hong Kong
2026-08-14,Ammonia,746.73,Port of Hong Kong
2026-08-14,Hydrogen,1864.4,Port of Hong Kong
2026-08-14,VLSFO,629.02,Port of Tokyo
2026-08-14,LSMGO,799.14,Port of Tokyo
2026-08-14,LNG,535.97,Port of Tokyo
2026-08-14,Bio-Methanol,518.72,Port of Tokyo
2026-08-14,Biofuel (B30),765.42,Port of Tokyo
2026-08-14,Ammonia,741.1,Port of Tokyo
2026-08-14,Hydrogen,1848.64,Port of Tokyo
2026-08-14,VLSFO,620.18,Port of Yokohama
2026-08-14,LSMGO,795.17,Port of Yokohama
2026-08-14,LNG,542.54,Port of Yokohama
2026-08-14,Bio-Methanol,519.67,Port of Yokohama
2026-08-14,Biofuel (B30),793.21,Port of Yokohama
2026-08-14,Ammonia,728.25,Port of Yokohama
2026-08-14,Hydrogen,1842.01,Port of Yokohama
2026-08-14,VLSFO,600.75,Port of Klang
2026-08-14,LSMGO,801.53,Port of Klang
2026-08-14,LNG,541.84,Port of Klang
2026-08-14,Bio-Methanol,522.46,Port of Klang
2026-08-14,Biofuel (B30),771.64,Port of Klang
2026-08-14,Ammonia,726.9,Port of Klang
2026-08-14,Hydrogen,1859.72,Port of Klang
2026-08-14,VLSFO,627.28,Port of Tanjung Pelepas
2026-08-14,LSMGO,784.07,Port of Tanjung Pelepas
2026-08-14,LNG,537.25,Port of Tanjung Pelepas
2026-08-14,Bio-Methanol,499.19,Port of Tanjung Pelepas
2026-08-14,Biofuel (B30),793.39,Port of Tanjung Pelepas
2026-08-14,Ammonia,734.13,Port of Tanjung Pelepas
2026-08-14,Hydrogen,1849.78,Port of Tanjung Pelepas
2026-08-15,VLSFO,602.92,Port of Singapore
2026-08-15,LSMGO,801.62,Port of Singapore
2026-08-15,LNG,529.07,Port of Singapore
2026-08-15,Bio-Methanol,508.61,Port of Singapore
2026-08-15,Biofuel (B30),785.11,Port of Singapore
2026-08-15,Ammonia,747.29,Port of Singapore
2026-08-15,Hydrogen,1863.38,Port of Singapore
2026-08-15,VLSFO,612.57,Port of Shanghai
2026-08-15,LSMGO,797.27,Port of Shanghai
2026-08-15,LNG,529.64,Port of Shanghai
2026-08-15,Bio-Methanol,507.45,Port of Shanghai
2026-08-15,Biofuel (B30),767.97,Port of Shanghai
2026-08-15,Ammonia,739.68,Port of Shanghai
2026-08-15,Hydrogen,1847.24,Port of Shanghai
2026-08-15,VLSFO,628.55,Port of Ningbo-Zhoushan
2026-08-15,LSMGO,775.98,Port of Ningbo-Zhoushan
2026-08-15,LNG,536.12,Port of Ningbo-Zhoushan
2026-08-15,Bio-Methanol,508.3,Port of Ningbo-Zhoushan
2026-08-15,Biofuel (B30),793.52,Port of Ningbo-Zhoushan
2026-08-15,Ammonia,750.66,Port of Ningbo-Zhoushan
2026-08-15,Hydrogen,1837.98,Port of Ningbo-Zhoushan
2026-08-15,VLSFO,620.57,Port of Shenzhen
2026-08-15,LSMGO,791.33,Port of Shenzhen
2026-08-15,LNG,554.34,Port of Shenzhen
2026-08-15,Bio-Methanol,505.76,Port of Shenzhen
